H0|H0'|E|1|1_p1|1_p2|partial1|
001:+0.693|+0.665|+0.000|+0.638|+0.638|-0.000|+0.665|
002:+0.669|+0.670|+0.000|+0.641|+0.641|+0.000|+0.670|
003:+0.664|+0.667|+0.000|+0.635|+0.635|+0.000|+0.667|
004:+0.663|+0.663|+0.000|+0.636|+0.636|+0.000|+0.663|
005:+0.665|+0.665|+0.000|+0.633|+0.633|+0.000|+0.665|
006:+0.669|+0.649|+0.000|+0.626|+0.626|-0.000|+0.649|
007:+0.652|+0.656|+0.000|+0.629|+0.629|+0.000|+0.656|
008:+0.653|+0.650|+0.000|+0.623|+0.623|+0.000|+0.650|
009:+0.660|+0.651|+0.000|+0.625|+0.625|+0.000|+0.650|
010:+0.652|+0.649|+0.000|+0.622|+0.622|+0.000|+0.649|
011:+0.655|+0.652|+0.000|+0.624|+0.624|+0.000|+0.652|
012:+0.652|+0.649|+0.000|+0.625|+0.625|+0.000|+0.649|
013:+0.651|+0.648|+0.000|+0.621|+0.621|-0.000|+0.648|
014:+0.651|+0.645|+0.000|+0.619|+0.619|+0.000|+0.645|
015:+0.648|+0.651|+0.000|+0.624|+0.624|+0.000|+0.651|
016:+0.647|+0.647|+0.000|+0.622|+0.622|+0.000|+0.647|
017:+0.645|+0.644|+0.000|+0.618|+0.618|+0.000|+0.644|
018:+0.641|+0.650|+0.000|+0.619|+0.619|+0.000|+0.650|
019:+0.645|+0.648|+0.000|+0.620|+0.620|+0.000|+0.648|
020:+0.648|+0.647|+0.000|+0.621|+0.621|+0.000|+0.647|
021:+0.648|+0.650|+0.000|+0.621|+0.621|+0.000|+0.649|
022:+0.653|+0.647|+0.000|+0.619|+0.619|-0.000|+0.647|
023:+0.652|+0.644|+0.000|+0.617|+0.617|-0.000|+0.644|
024:+0.644|+0.652|+0.000|+0.625|+0.625|+0.000|+0.652|
025:+0.648|+0.646|+0.000|+0.619|+0.619|-0.000|+0.646|
026:+0.647|+0.623|+0.000|+0.309|+0.309|+0.000|+0.623|
027:+0.633|+0.630|+0.000|+0.306|+0.306|+0.000|+0.630|
028:+0.627|+0.637|+0.000|+0.313|+0.313|+0.000|+0.637|
029:+0.633|+0.627|+0.000|+0.309|+0.309|-0.000|+0.627|
030:+0.634|+0.629|+0.000|+0.304|+0.304|+0.000|+0.629|
031:+0.631|+0.599|+0.000|+0.329|+0.329|-0.000|+0.599|
032:+0.604|+0.608|+0.000|+0.331|+0.331|-0.000|+0.608|
033:+0.600|+0.601|+0.000|+0.335|+0.335|+0.000|+0.601|
034:+0.603|+0.593|+0.000|+0.323|+0.323|+0.000|+0.593|
035:+0.599|+0.609|+0.000|+0.327|+0.327|+0.000|+0.609|
036:+0.601|+0.600|+0.000|+0.330|+0.330|+0.000|+0.600|
037:+0.595|+0.597|+0.000|+0.329|+0.329|+0.000|+0.597|
038:+0.588|+0.598|+0.000|+0.338|+0.338|-0.000|+0.598|
039:+0.596|+0.591|+0.000|+0.328|+0.328|+0.000|+0.591|
