H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.159|+1.150|+0.000|+0.000|+0.000|-0.000|+1.149|
002:+1.156|+1.156|+0.000|-0.000|+0.000|+0.000|+1.155|
003:+1.167|+1.162|+0.000|+0.000|+0.000|-0.000|+1.161|
004:+1.150|+1.157|+0.000|-0.000|+0.000|+0.000|+1.156|
005:+1.149|+1.159|+0.000|+0.000|+0.000|-0.000|+1.159|
006:+1.161|+1.154|+0.000|+0.000|+0.000|-0.000|+1.154|
007:+1.153|+1.151|+0.000|-0.000|+0.000|+0.000|+1.151|
008:+1.159|+1.160|+0.000|-0.000|+0.000|+0.000|+1.160|
009:+1.141|+1.147|+0.000|+0.000|+0.000|-0.000|+1.147|
010:+1.154|+1.156|+0.000|+0.000|+0.000|-0.000|+1.156|
011:+1.148|+1.152|+0.000|-0.000|+0.000|+0.000|+1.151|
012:+1.162|+1.143|+0.000|-0.000|+0.000|+0.000|+1.142|
013:+1.156|+1.144|+0.000|-0.000|+0.000|+0.000|+1.143|
014:+1.147|+1.154|+0.000|-0.000|+0.000|+0.000|+1.153|
015:+1.147|+1.158|+0.000|+0.000|+0.000|-0.000|+1.157|
016:+1.163|+1.155|+0.000|-0.000|+0.000|+0.000|+1.155|
017:+1.156|+1.148|+0.000|-0.000|+0.000|+0.000|+1.147|
018:+1.149|+1.159|+0.000|-0.000|+0.000|+0.000|+1.159|
019:+1.153|+1.157|+0.000|-0.000|+0.000|+0.000|+1.157|
020:+1.158|+1.156|+0.000|-0.000|+0.000|+0.000|+1.155|
021:+1.159|+1.158|+0.000|+0.000|+0.000|+0.000|+1.158|
022:+1.153|+1.160|+0.000|-0.000|+0.000|+0.000|+1.159|
023:+1.158|+1.145|+0.000|+0.000|+0.000|+0.000|+1.144|
024:+1.142|+1.156|+0.000|+0.000|+0.000|-0.000|+1.155|
025:+1.160|+1.150|+0.000|-0.000|+0.000|+0.000|+1.150|
026:+1.162|+1.386|+0.000|+0.000|+0.000|+0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.301|
028:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.298|
029:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.294|
030:+1.386|+1.147|+0.000|+0.000|+0.000|+0.000|+1.146|
031:+1.156|+1.152|+0.000|+0.000|+0.000|-0.000|+1.152|
032:+1.148|+1.159|+0.000|+0.000|-0.000|-0.000|+1.158|
033:+1.146|+1.159|+0.000|-0.000|+0.000|+0.000|+1.158|
034:+1.144|+1.386|+0.000|-0.000|-0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.303|
036:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.302|
037:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.296|
038:+1.386|+1.153|+0.000|+0.000|+0.000|+0.000|+1.152|
039:+1.156|+1.162|+0.000|-0.000|+0.000|+0.000|+1.161|
