MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.000|+0.693|+0.693|+0.000|+0.000|+0.000|+0.000|+0.000|-0.000|+0.000|+0.000|-0.000|+0.693|+0.000|+0.000|-0.000|-0.000|+0.000|+0.693|
002:+0.000|+0.000|+0.693|+0.693|+0.000|-0.000|+0.000|-0.000|-0.000|+0.000|+0.000|+0.000|+0.000|+0.693|+0.000|+0.000|-0.000|-0.000|+0.000|+0.693|
003:+0.000|+0.000|+0.693|+0.693|+0.000|+0.000|-0.000|+0.000|-0.000|+0.000|-0.000|+0.000|-0.000|+0.693|-0.000|-0.000|+0.000|-0.000|+0.000|+0.693|
004:+0.000|+0.000|+0.693|+0.693|+0.000|-0.000|+0.000|+0.000|-0.132|-0.000|+0.000|+0.000|-0.132|+0.693|+0.000|-0.000|+0.000|-0.000|+0.000|+0.693|
005:+0.000|+0.000|+0.693|+0.693|+0.000|+0.000|-0.000|+0.000|+0.135|-0.131|-0.000|+0.000|+0.004|+0.693|+0.000|-0.132|-0.000|-0.000|+0.000|+0.561|
006:+0.000|+0.000|+0.562|+0.562|+0.000|+0.000|-0.134|+0.000|-0.008|+0.138|+0.000|+0.000|-0.004|+0.693|+0.000|+0.003|-0.131|-0.000|+0.000|+0.564|
007:+0.000|+0.000|+0.566|+0.566|+0.000|+0.000|+0.006|+0.000|+0.004|-0.007|+0.000|+0.000|+0.003|+0.558|+0.000|-0.005|+0.007|-0.000|+0.000|+0.560|
008:+0.000|+0.000|+0.565|+0.565|+0.000|+0.000|-0.005|+0.000|-0.000|+0.004|-0.000|+0.000|-0.001|+0.564|+0.000|-0.002|+0.000|+0.000|+0.000|+0.563|
009:+0.000|+0.000|+0.563|+0.563|+0.000|-0.000|-0.002|+0.000|+0.008|+0.000|+0.000|+0.000|+0.006|+0.559|+0.000|-0.002|+0.004|-0.000|+0.000|+0.562|
010:+0.000|+0.000|+0.561|+0.561|+0.000|+0.000|+0.006|-0.000|+0.106|-0.020|-0.000|+0.000|+0.092|+0.557|+0.000|+0.007|+0.004|+0.000|+0.000|+0.568|
011:+0.000|+0.000|+0.547|+0.547|+0.000|+0.000|+0.001|+0.000|-0.106|+0.115|+0.000|+0.000|+0.009|+0.563|+0.000|+0.112|-0.016|-0.000|+0.000|+0.660|
012:+0.000|+0.000|+0.663|+0.663|+0.000|+0.000|+0.098|-0.000|-0.004|-0.099|-0.000|+0.000|-0.005|+0.564|+0.000|+0.006|+0.099|+0.000|+0.000|+0.669|
013:+0.000|+0.000|+0.662|+0.662|+0.000|+0.000|-0.000|+0.000|-0.188|-0.001|+0.001|+0.000|-0.189|+0.662|+0.000|+0.002|+0.000|-0.000|+0.000|+0.664|
014:+0.000|+0.000|+0.661|+0.661|+0.000|+0.000|+0.001|+0.000|+0.188|-0.187|-0.001|+0.000|+0.003|+0.662|+0.000|-0.186|-0.001|+0.001|+0.000|+0.475|
015:+0.000|+0.000|+0.475|+0.475|+0.000|+0.000|-0.181|+0.000|-0.001|+0.191|+0.000|+0.000|+0.010|+0.663|+0.000|+0.002|-0.188|-0.000|+0.000|+0.477|
016:+0.000|+0.000|+0.486|+0.486|+0.000|+0.000|+0.005|-0.000|-0.038|-0.021|-0.000|+0.000|-0.054|+0.482|+0.000|+0.002|+0.003|+0.000|+0.000|+0.487|
017:+0.000|+0.000|+0.470|+0.470|+0.000|+0.000|-0.021|+0.000|+0.041|-0.019|-0.000|+0.000|-0.000|+0.487|-0.000|-0.036|-0.018|-0.000|+0.000|+0.434|
018:+0.000|+0.000|+0.429|+0.429|+0.000|-0.000|-0.025|+0.000|+0.131|+0.026|+0.000|+0.000|+0.132|+0.466|+0.000|+0.004|-0.037|-0.000|+0.000|+0.433|
019:+0.000|+0.000|+0.430|+0.430|+0.000|-0.000|-0.002|+0.000|-0.046|+0.142|-0.000|+0.000|+0.094|+0.441|+0.000|+0.135|-0.011|+0.000|+0.000|+0.565|
020:+0.000|+0.000|+0.570|+0.570|+0.000|+0.000|+0.124|+0.000|-0.083|-0.036|-0.000|+0.000|+0.004|+0.439|+0.000|+0.089|+0.131|+0.000|+0.000|+0.660|
021:+0.000|+0.000|+0.658|+0.658|+0.000|-0.000|+0.100|+0.000|-0.002|-0.098|-0.000|+0.000|-0.000|+0.563|+0.000|+0.006|+0.095|-0.000|+0.000|+0.664|
022:+0.000|+0.000|+0.660|+0.660|+0.000|+0.000|-0.003|+0.000|-0.182|+0.002|+0.000|+0.000|-0.183|+0.663|+0.000|+0.004|-0.003|-0.000|+0.000|+0.663|
023:+0.000|+0.000|+0.659|+0.659|+0.000|+0.000|+0.004|+0.000|+0.169|-0.171|-0.000|+0.000|+0.002|+0.660|+0.000|-0.178|-0.001|+0.000|+0.000|+0.480|
