MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.693|+0.000|+0.000|+0.693|+0.000|+0.000|-0.000|-0.130|+0.125|-0.000|-0.004|+0.000|+0.000|+0.693|+0.000|-0.132|+0.000|+0.561|+0.000|
002:+0.000|+0.564|+0.000|+0.000|+0.564|+0.000|+0.000|-0.126|+0.124|-0.001|-0.000|-0.002|+0.000|+0.000|+0.693|-0.129|-0.007|-0.000|+0.557|+0.000|
003:+0.000|+0.562|+0.000|+0.000|+0.562|+0.000|+0.000|-0.006|+0.005|+0.011|+0.000|+0.010|+0.000|+0.000|+0.567|-0.006|-0.007|-0.000|+0.554|+0.000|
004:+0.000|+0.561|+0.000|+0.000|+0.561|+0.000|+0.000|+0.011|-0.014|+0.002|-0.000|-0.001|+0.000|+0.000|+0.561|-0.001|+0.003|-0.000|+0.564|+0.000|
005:+0.000|+0.558|+0.000|+0.000|+0.558|+0.000|+0.000|-0.009|+0.025|-0.022|+0.000|-0.006|+0.000|+0.000|+0.572|-0.015|+0.005|-0.000|+0.563|+0.000|
006:+0.000|+0.574|+0.000|+0.000|+0.574|+0.000|+0.000|+0.002|-0.011|+0.109|+0.000|+0.101|+0.000|+0.000|+0.563|+0.010|-0.017|-0.000|+0.557|+0.000|
007:+0.000|+0.565|+0.000|+0.000|+0.565|+0.000|+0.000|-0.007|+0.099|-0.089|+0.000|+0.003|+0.000|+0.000|+0.565|-0.000|+0.093|+0.000|+0.658|+0.000|
008:+0.000|+0.657|+0.000|+0.000|+0.657|+0.000|+0.000|+0.101|-0.097|-0.001|-0.000|+0.002|+0.000|+0.000|+0.558|+0.099|+0.004|+0.000|+0.661|+0.000|
009:+0.000|+0.660|+0.000|+0.000|+0.660|+0.000|+0.000|+0.002|+0.006|-0.179|-0.000|-0.171|+0.000|+0.000|+0.658|+0.002|+0.003|+0.000|+0.663|+0.000|
010:+0.000|+0.668|+0.000|+0.000|+0.668|+0.000|+0.000|+0.003|-0.195|+0.171|+0.000|-0.020|+0.000|+0.000|+0.661|+0.007|-0.176|-0.000|+0.492|+0.000|
011:+0.000|+0.477|+0.000|+0.000|+0.477|+0.000|+0.000|-0.187|+0.199|-0.020|+0.000|-0.008|+0.000|+0.000|+0.664|-0.187|-0.005|+0.000|+0.472|+0.000|
012:+0.000|+0.489|+0.000|+0.000|+0.489|+0.000|+0.000|+0.000|-0.004|-0.022|-0.000|-0.026|+0.000|+0.000|+0.477|+0.012|-0.024|+0.000|+0.464|+0.000|
013:+0.000|+0.485|+0.000|+0.000|+0.485|+0.000|+0.000|+0.012|-0.069|+0.054|+0.000|-0.003|+0.000|+0.000|+0.477|+0.008|-0.047|-0.000|+0.439|+0.000|
014:+0.000|+0.429|+0.000|+0.000|+0.428|+0.000|+0.000|-0.047|+0.058|+0.113|-0.000|+0.124|+0.000|+0.000|+0.489|-0.060|+0.007|+0.000|+0.436|+0.000|
015:+0.000|+0.440|+0.000|+0.000|+0.440|+0.000|+0.000|-0.010|+0.138|-0.021|-0.000|+0.106|+0.000|+0.000|+0.441|-0.002|+0.120|-0.000|+0.559|+0.000|
016:+0.000|+0.567|+0.000|+0.000|+0.567|+0.000|+0.000|+0.123|-0.028|-0.101|+0.000|-0.006|+0.000|+0.000|+0.431|+0.136|+0.099|-0.000|+0.666|+0.000|
017:+0.000|+0.662|+0.000|+0.000|+0.662|+0.000|+0.000|+0.112|-0.113|+0.002|+0.000|+0.000|+0.000|+0.000|+0.554|+0.108|-0.002|-0.000|+0.660|+0.000|
018:+0.000|+0.660|+0.000|+0.000|+0.660|+0.000|+0.000|-0.002|+0.004|-0.175|+0.000|-0.174|+0.000|+0.000|+0.666|-0.005|-0.000|-0.000|+0.660|+0.000|
019:+0.000|+0.661|+0.000|+0.000|+0.661|+0.000|+0.000|+0.000|-0.176|+0.166|-0.000|-0.010|+0.000|+0.000|+0.663|-0.002|-0.175|+0.000|+0.486|+0.000|
