MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.000|+0.693|+0.693|+0.000|-0.000|-0.000|+0.000|-0.133|-0.000|+0.000|+0.000|-0.133|+0.693|+0.000|-0.000|-0.000|-0.000|+0.000|+0.693|
002:+0.000|+0.000|+0.693|+0.693|+0.000|-0.000|-0.000|+0.000|+0.138|-0.128|-0.000|+0.000|+0.009|+0.693|+0.000|-0.133|-0.000|+0.000|+0.000|+0.559|
003:+0.000|+0.000|+0.565|+0.565|+0.000|-0.000|-0.119|+0.000|-0.012|+0.119|+0.000|+0.000|-0.012|+0.693|+0.000|+0.005|-0.128|-0.000|+0.000|+0.569|
004:+0.000|+0.000|+0.564|+0.564|+0.000|+0.000|-0.009|+0.000|+0.003|+0.010|+0.000|+0.000|+0.004|+0.574|+0.000|-0.008|-0.010|-0.000|+0.000|+0.557|
005:+0.000|+0.000|+0.565|+0.565|+0.000|+0.000|-0.012|+0.000|+0.013|+0.004|-0.000|+0.000|+0.005|+0.565|+0.000|-0.004|+0.000|+0.000|+0.000|+0.561|
006:+0.000|+0.000|+0.557|+0.557|+0.000|-0.000|+0.015|+0.000|-0.012|-0.002|-0.000|+0.000|+0.001|+0.553|+0.000|+0.009|+0.004|-0.000|+0.000|+0.566|
007:+0.000|+0.000|+0.570|+0.570|+0.000|+0.000|-0.010|+0.000|+0.107|+0.000|+0.000|+0.000|+0.097|+0.568|+0.000|-0.003|+0.002|-0.000|+0.000|+0.567|
008:+0.000|+0.000|+0.561|+0.561|+0.000|+0.000|-0.002|+0.000|-0.103|+0.106|+0.000|+0.000|+0.001|+0.558|+0.000|+0.104|+0.003|-0.000|+0.000|+0.664|
009:+0.000|+0.000|+0.664|+0.664|+0.000|-0.000|+0.107|+0.000|-0.006|-0.104|-0.000|+0.000|-0.002|+0.555|+0.000|+0.001|+0.109|+0.000|+0.000|+0.665|
010:+0.000|+0.000|+0.667|+0.668|+0.000|+0.000|-0.004|+0.000|-0.177|+0.000|-0.000|+0.000|-0.180|+0.663|+0.000|-0.005|+0.005|+0.000|+0.000|+0.663|
011:+0.000|+0.000|+0.664|+0.664|+0.000|+0.000|+0.004|+0.000|+0.178|-0.187|+0.000|+0.000|-0.005|+0.659|+0.000|-0.182|+0.005|-0.000|+0.000|+0.482|
012:+0.000|+0.000|+0.481|+0.481|+0.000|+0.000|-0.185|+0.000|+0.004|+0.182|+0.000|+0.000|+0.000|+0.663|+0.000|-0.004|-0.182|-0.000|+0.000|+0.478|
013:+0.000|+0.000|+0.478|+0.478|+0.000|+0.000|+0.003|+0.000|-0.047|-0.001|-0.000|+0.000|-0.045|+0.478|+0.000|+0.000|-0.000|+0.000|+0.000|+0.478|
014:+0.000|+0.000|+0.480|+0.480|+0.000|+0.000|+0.003|-0.000|+0.048|-0.049|-0.000|+0.000|+0.002|+0.481|+0.000|-0.047|-0.001|+0.000|+0.000|+0.433|
015:+0.000|+0.000|+0.435|+0.435|+0.000|-0.000|-0.044|+0.000|+0.114|+0.053|-0.000|+0.000|+0.124|+0.484|-0.000|+0.001|-0.050|-0.000|+0.000|+0.435|
016:+0.000|+0.000|+0.445|+0.444|+0.000|+0.000|-0.002|+0.000|-0.007|+0.111|+0.000|+0.000|+0.103|+0.441|-0.000|+0.115|+0.004|-0.000|+0.000|+0.559|
017:+0.000|+0.000|+0.554|+0.554|+0.000|+0.000|+0.117|+0.000|-0.110|-0.010|+0.000|+0.000|-0.003|+0.439|+0.000|+0.108|+0.115|-0.000|+0.000|+0.662|
018:+0.000|+0.000|+0.661|+0.661|+0.000|+0.000|+0.108|+0.000|+0.005|-0.109|+0.000|+0.000|+0.003|+0.555|+0.000|-0.002|+0.106|+0.000|+0.000|+0.659|
019:+0.000|+0.000|+0.660|+0.660|+0.000|+0.000|-0.001|-0.000|-0.178|+0.002|+0.000|+0.000|-0.178|+0.663|+0.000|+0.002|-0.004|+0.000|+0.000|+0.662|
020:+0.000|+0.000|+0.660|+0.660|+0.000|+0.000|-0.005|+0.000|+0.184|-0.177|-0.000|+0.000|+0.002|+0.662|+0.000|-0.176|-0.002|+0.000|+0.000|+0.485|
021:+0.000|+0.000|+0.479|+0.479|+0.000|-0.000|-0.177|+0.000|-0.010|+0.183|+0.000|+0.000|-0.004|+0.657|+0.000|+0.008|-0.179|+0.000|+0.000|+0.486|
