MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.000|+0.693|+0.693|+0.000|+0.000|-0.000|+0.000|-0.000|+0.000|-0.000|+0.000|-0.000|+0.693|+0.000|+0.000|+0.000|+0.000|+0.000|+0.693|
002:+0.000|+0.000|+0.693|+0.693|+0.000|+0.000|-0.000|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|+0.693|+0.000|-0.000|+0.000|-0.000|+0.000|+0.693|
003:+0.000|+0.000|+0.693|+0.693|+0.000|+0.000|+0.000|+0.000|-0.134|-0.000|+0.000|+0.000|-0.134|+0.693|+0.000|-0.000|+0.000|+0.000|+0.000|+0.693|
004:+0.000|+0.000|+0.693|+0.693|+0.000|+0.000|-0.000|+0.000|+0.130|-0.127|-0.000|+0.000|+0.003|+0.693|+0.000|-0.134|+0.000|+0.000|+0.000|+0.559|
005:+0.000|+0.000|+0.566|+0.566|+0.000|+0.000|-0.132|-0.000|+0.004|+0.130|-0.000|+0.000|+0.002|+0.693|+0.000|-0.004|-0.127|+0.000|+0.000|+0.562|
006:+0.000|+0.000|+0.564|+0.564|+0.000|+0.000|+0.010|+0.000|+0.003|-0.015|-0.000|+0.000|-0.002|+0.561|+0.000|-0.000|+0.004|-0.000|+0.000|+0.564|
007:+0.000|+0.000|+0.560|+0.560|+0.000|-0.000|-0.004|-0.000|-0.002|+0.003|+0.000|+0.000|-0.003|+0.571|+0.000|+0.003|-0.011|-0.000|+0.000|+0.563|
008:+0.000|+0.000|+0.559|+0.559|+0.000|+0.000|-0.003|+0.000|+0.008|+0.005|+0.000|+0.000|+0.009|+0.567|-0.000|+0.001|-0.008|-0.000|+0.000|+0.560|
009:+0.000|+0.000|+0.560|+0.560|+0.000|+0.000|+0.002|+0.000|+0.091|-0.000|+0.000|+0.000|+0.093|+0.563|+0.000|+0.009|-0.003|+0.000|+0.000|+0.569|
010:+0.000|+0.000|+0.562|+0.562|+0.000|+0.000|-0.002|+0.000|-0.099|+0.099|-0.000|+0.000|-0.002|+0.566|+0.000|+0.100|-0.003|+0.000|+0.000|+0.662|
011:+0.000|+0.000|+0.660|+0.660|+0.000|+0.000|+0.099|+0.000|-0.002|-0.094|-0.000|+0.000|+0.003|+0.564|+0.000|+0.001|+0.095|-0.000|+0.000|+0.660|
012:+0.000|+0.000|+0.665|+0.664|+0.000|+0.000|+0.001|+0.000|-0.177|-0.000|+0.000|+0.000|-0.176|+0.663|+0.000|-0.001|+0.001|-0.000|+0.000|+0.663|
013:+0.000|+0.000|+0.665|+0.665|+0.000|+0.000|+0.001|+0.000|+0.177|-0.186|-0.000|+0.000|-0.007|+0.664|+0.000|-0.178|+0.001|+0.000|+0.000|+0.487|
014:+0.000|+0.000|+0.481|+0.481|+0.000|-0.000|-0.183|+0.000|+0.001|+0.187|+0.000|+0.000|+0.005|+0.665|+0.000|-0.001|-0.184|+0.000|+0.000|+0.480|
015:+0.000|+0.000|+0.485|+0.485|+0.000|+0.000|+0.005|+0.000|-0.043|-0.018|-0.000|+0.000|-0.056|+0.482|+0.000|+0.001|+0.003|+0.000|+0.000|+0.485|
016:+0.000|+0.000|+0.471|+0.471|+0.000|-0.000|-0.009|-0.000|+0.051|-0.034|+0.000|+0.000|+0.008|+0.486|+0.000|-0.042|-0.015|-0.000|+0.000|+0.429|
017:+0.000|+0.000|+0.428|+0.428|+0.000|-0.000|-0.049|+0.000|+0.114|+0.055|-0.000|+0.000|+0.119|+0.477|-0.000|+0.009|-0.050|+0.000|+0.000|+0.437|
018:+0.000|+0.000|+0.433|+0.433|+0.000|+0.000|+0.014|+0.000|-0.028|+0.119|+0.000|+0.000|+0.105|+0.428|+0.000|+0.123|+0.005|-0.000|+0.000|+0.556|
019:+0.000|+0.000|+0.566|+0.566|+0.000|+0.000|+0.119|+0.000|-0.097|-0.021|-0.000|+0.000|+0.001|+0.442|+0.000|+0.095|+0.124|+0.000|+0.000|+0.661|
020:+0.000|+0.000|+0.664|+0.664|+0.000|+0.000|+0.099|+0.000|+0.000|-0.101|+0.000|+0.000|-0.002|+0.561|+0.000|-0.002|+0.103|-0.000|+0.000|+0.662|
021:+0.000|+0.000|+0.662|+0.662|+0.000|+0.000|+0.000|+0.000|-0.177|-0.003|-0.000|+0.000|-0.180|+0.660|+0.000|-0.002|+0.002|+0.000|+0.000|+0.660|
022:+0.000|+0.000|+0.659|+0.659|+0.000|+0.000|+0.003|+0.000|+0.168|-0.173|-0.000|+0.000|-0.002|+0.660|+0.000|-0.179|-0.001|+0.000|+0.000|+0.480|
023:+0.000|+0.000|+0.490|+0.490|+0.000|-0.000|-0.188|+0.000|+0.017|+0.182|+0.000|+0.000|+0.011|+0.664|+0.000|-0.011|-0.174|-0.000|+0.000|+0.479|
