H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.273|+1.278|+0.000|+0.000|+0.000|-0.000|+1.278|
002:+1.274|+1.283|+0.000|+0.000|+0.000|-0.000|+1.283|
003:+1.273|+1.276|+0.000|-0.000|+0.000|+0.000|+1.276|
004:+1.279|+1.282|+0.000|+0.000|+0.000|+0.000|+1.282|
005:+1.279|+1.275|+0.000|-0.000|+0.000|+0.000|+1.275|
006:+1.269|+1.274|+0.000|-0.000|+0.000|+0.000|+1.274|
007:+1.275|+1.273|+0.000|+0.000|+0.000|-0.000|+1.272|
008:+1.271|+1.275|+0.000|+0.000|+0.000|-0.000|+1.274|
009:+1.269|+1.273|+0.000|-0.000|+0.000|+0.000|+1.273|
010:+1.273|+1.278|+0.000|-0.000|+0.000|+0.000|+1.278|
011:+1.272|+1.271|+0.000|+0.000|+0.000|+0.000|+1.271|
012:+1.283|+1.273|+0.000|+0.000|+0.000|-0.000|+1.273|
013:+1.276|+1.271|+0.000|+0.000|+0.000|-0.000|+1.270|
014:+1.274|+1.274|+0.000|-0.000|+0.000|+0.000|+1.274|
015:+1.276|+1.280|+0.000|+0.000|+0.000|-0.000|+1.280|
016:+1.272|+1.279|+0.000|+0.000|+0.000|-0.000|+1.278|
017:+1.281|+1.270|+0.000|+0.000|+0.000|+0.000|+1.270|
018:+1.276|+1.276|+0.000|-0.000|+0.000|+0.000|+1.276|
019:+1.276|+1.275|+0.000|+0.000|+0.000|-0.000|+1.274|
020:+1.275|+1.268|+0.000|-0.000|+0.000|+0.000|+1.267|
021:+1.274|+1.274|+0.000|-0.000|+0.000|+0.000|+1.274|
022:+1.271|+1.279|+0.000|-0.000|+0.000|+0.000|+1.278|
023:+1.274|+1.279|+0.000|+0.000|+0.000|-0.000|+1.279|
024:+1.275|+1.276|+0.000|+0.000|+0.000|+0.000|+1.276|
025:+1.272|+1.277|+0.000|+0.000|+0.000|-0.000|+1.276|
026:+1.271|+1.386|+0.000|+0.000|-0.000|-0.000|+1.385|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.367|
028:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.361|
029:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.365|
030:+1.386|+1.275|+0.000|+0.000|+0.000|-0.000|+1.275|
031:+1.278|+1.278|+0.000|-0.000|-0.000|+0.000|+1.277|
032:+1.279|+1.267|+0.000|+0.000|-0.000|-0.000|+1.267|
033:+1.278|+1.278|+0.000|+0.000|+0.000|-0.000|+1.278|
034:+1.267|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.364|
036:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.366|
037:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.364|
038:+1.386|+1.287|+0.000|+0.000|-0.000|-0.000|+1.286|
039:+1.272|+1.284|+0.000|-0.000|-0.000|+0.000|+1.283|
