H0|H0'|E|1|1_p1|1_p2|partial1|
001:+0.693|+0.692|+0.000|+0.567|+0.567|-0.000|+0.692|
002:+0.693|+0.693|+0.000|+0.558|+0.558|-0.000|+0.692|
003:+0.693|+0.692|+0.000|+0.561|+0.561|+0.000|+0.691|
004:+0.692|+0.692|+0.000|+0.563|+0.563|+0.000|+0.692|
005:+0.692|+0.693|+0.000|+0.556|+0.556|+0.000|+0.693|
006:+0.692|+0.691|+0.000|+0.555|+0.555|+0.000|+0.691|
007:+0.690|+0.690|+0.000|+0.558|+0.558|+0.000|+0.690|
008:+0.692|+0.692|+0.000|+0.556|+0.556|+0.000|+0.692|
009:+0.692|+0.692|+0.000|+0.565|+0.565|+0.000|+0.692|
010:+0.691|+0.691|+0.000|+0.564|+0.564|-0.000|+0.691|
011:+0.691|+0.691|+0.000|+0.564|+0.564|+0.000|+0.691|
012:+0.691|+0.691|+0.000|+0.561|+0.561|+0.000|+0.691|
013:+0.690|+0.691|+0.000|+0.559|+0.559|+0.000|+0.690|
014:+0.690|+0.690|+0.000|+0.550|+0.550|+0.000|+0.690|
015:+0.691|+0.692|+0.000|+0.562|+0.562|-0.000|+0.692|
016:+0.692|+0.691|+0.000|+0.561|+0.561|+0.000|+0.691|
017:+0.689|+0.689|+0.000|+0.562|+0.562|+0.000|+0.689|
018:+0.691|+0.692|+0.000|+0.558|+0.558|+0.000|+0.692|
019:+0.692|+0.691|+0.000|+0.556|+0.556|+0.000|+0.691|
020:+0.690|+0.692|+0.000|+0.558|+0.558|+0.000|+0.692|
021:+0.691|+0.690|+0.000|+0.555|+0.555|+0.000|+0.690|
022:+0.691|+0.692|+0.000|+0.549|+0.549|-0.000|+0.692|
023:+0.690|+0.691|+0.000|+0.567|+0.567|-0.000|+0.691|
024:+0.691|+0.690|+0.000|+0.561|+0.561|-0.000|+0.690|
025:+0.689|+0.690|+0.000|+0.552|+0.552|+0.000|+0.690|
026:+0.690|+0.538|+0.000|+0.275|+0.275|-0.000|+0.538|
027:+0.538|+0.534|+0.000|+0.271|+0.271|+0.000|+0.534|
028:+0.545|+0.536|+0.000|+0.283|+0.283|-0.000|+0.536|
029:+0.537|+0.544|+0.000|+0.275|+0.275|+0.000|+0.544|
030:+0.550|+0.546|+0.000|+0.287|+0.287|+0.000|+0.546|
031:+0.536|+0.457|+0.000|+0.275|+0.275|-0.000|+0.457|
032:+0.457|+0.462|+0.000|+0.274|+0.274|+0.000|+0.462|
033:+0.471|+0.462|+0.000|+0.271|+0.271|+0.000|+0.462|
034:+0.462|+0.460|+0.000|+0.278|+0.278|+0.000|+0.460|
035:+0.468|+0.460|+0.000|+0.275|+0.275|+0.000|+0.460|
036:+0.460|+0.443|+0.000|+0.279|+0.279|+0.000|+0.443|
037:+0.443|+0.442|+0.000|+0.278|+0.278|+0.000|+0.442|
038:+0.431|+0.447|+0.000|+0.276|+0.276|+0.000|+0.447|
039:+0.436|+0.442|+0.000|+0.277|+0.277|+0.000|+0.442|
