MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.001|+0.002|+0.002|+0.001|+0.001|-0.003|-0.001|+0.000|+0.006|-0.000|+0.005|-0.000|+1.237|+1.384|-0.000|-0.000|-0.000|+1.236|+1.385|
002:+0.001|+0.002|+0.002|+0.002|+0.001|-0.001|+0.003|+0.001|-0.000|+0.004|+0.001|+0.007|-0.001|+1.234|+1.383|+0.000|+0.006|-0.000|+1.240|+1.384|
003:+0.000|+0.002|+0.001|+0.002|+0.002|+0.000|+0.005|-0.001|+0.000|-0.007|-0.000|-0.003|+0.000|+1.237|+1.384|-0.000|+0.010|+0.001|+1.247|+1.383|
004:+0.000|+0.002|+0.003|+0.003|+0.002|+0.001|+0.003|+0.001|+0.000|-0.008|-0.001|-0.003|+0.001|+1.242|+1.383|-0.000|+0.003|+0.000|+1.243|+1.384|
005:+0.001|+0.002|+0.001|+0.001|+0.001|-0.000|+0.001|-0.000|-0.000|-0.003|+0.000|-0.002|+0.001|+1.245|+1.384|+0.000|-0.005|-0.000|+1.240|+1.384|
006:+0.000|+0.002|+0.002|+0.002|+0.001|-0.002|-0.000|+0.000|-0.000|-0.003|+0.000|-0.004|-0.001|+1.246|+1.384|-0.000|-0.008|-0.000|+1.238|+1.385|
007:+0.000|+0.002|+0.002|+0.002|+0.002|+0.000|-0.000|-0.000|+0.000|+0.002|-0.000|+0.002|+0.000|+1.246|+1.384|-0.000|-0.012|+0.000|+1.234|+1.384|
008:+0.001|+0.002|+0.002|+0.002|+0.002|+0.000|-0.013|-0.000|+0.001|+0.008|-0.000|-0.004|-0.000|+1.246|+1.384|+0.000|-0.010|-0.000|+1.236|+1.384|
009:+0.000|+0.002|+0.002|+0.002|+0.002|+0.000|+0.013|+0.000|-0.000|-0.008|+0.000|+0.006|-0.000|+1.233|+1.383|+0.001|-0.002|-0.000|+1.231|+1.384|
010:+0.000|+0.002|+0.001|+0.002|+0.002|-0.000|-0.009|+0.001|-0.000|+0.018|-0.000|+0.009|-0.000|+1.246|+1.384|+0.000|-0.010|-0.000|+1.237|+1.384|
011:+0.000|+0.001|+0.002|+0.001|+0.003|+0.001|+0.002|-0.001|-0.000|-0.005|-0.000|-0.003|+0.000|+1.237|+1.384|+0.000|+0.008|-0.000|+1.246|+1.383|
012:+0.001|+0.002|+0.002|+0.002|+0.002|-0.001|+0.001|+0.000|+0.000|-0.002|+0.000|-0.002|+0.000|+1.239|+1.384|+0.000|+0.003|-0.000|+1.243|+1.384|
013:+0.001|+0.002|+0.003|+0.002|+0.002|+0.000|-0.003|+0.001|-0.000|+0.005|+0.000|+0.002|+0.000|+1.240|+1.384|+0.000|+0.001|-0.000|+1.241|+1.384|
014:+0.000|+0.002|+0.002|+0.001|+0.002|+0.000|+0.009|-0.001|+0.000|-0.006|-0.000|+0.003|+0.001|+1.237|+1.385|-0.000|+0.006|+0.000|+1.243|+1.384|
015:+0.000|+0.002|+0.002|+0.002|+0.001|-0.001|-0.001|-0.000|-0.000|-0.005|-0.000|-0.005|-0.001|+1.246|+1.384|+0.000|+0.000|+0.000|+1.246|+1.385|
016:+0.000|+0.002|+0.002|+0.002|+0.003|+0.000|-0.001|-0.000|+0.000|-0.001|+0.001|-0.002|+0.001|+1.245|+1.384|-0.000|-0.004|-0.000|+1.241|+1.383|
017:+0.000|+0.002|+0.002|+0.002|+0.002|-0.000|-0.010|+0.000|+0.000|+0.004|-0.001|-0.005|+0.001|+1.245|+1.384|-0.000|-0.006|+0.000|+1.239|+1.384|
018:+0.001|+0.002|+0.002|+0.001|+0.001|-0.001|+0.001|+0.001|-0.000|+0.003|+0.001|+0.004|-0.001|+1.235|+1.384|-0.000|-0.002|-0.001|+1.234|+1.385|
019:+0.000|+0.003|+0.001|+0.001|+0.003|+0.000|+0.004|-0.001|+0.000|-0.013|-0.000|-0.012|+0.001|+1.236|+1.385|-0.000|+0.001|-0.000|+1.239|+1.383|
020:+0.001|+0.001|+0.003|+0.002|+0.002|+0.001|+0.001|+0.000|-0.000|+0.016|+0.000|+0.019|-0.001|+1.240|+1.384|+0.000|-0.012|-0.000|+1.226|+1.384|
021:+0.000|+0.003|+0.001|+0.002|+0.002|-0.001|+0.000|-0.000|+0.000|-0.000|-0.000|-0.001|+0.001|+1.240|+1.384|-0.000|+0.003|+0.000|+1.245|+1.384|
022:+0.000|+0.001|+0.001|+0.002|+0.001|-0.001|-0.008|+0.000|-0.000|+0.003|-0.000|-0.004|-0.001|+1.241|+1.384|+0.000|+0.003|-0.000|+1.244|+1.385|
023:+0.000|+0.002|+0.001|+0.002|+0.002|-0.001|+0.010|-0.001|+0.000|-0.000|+0.000|+0.009|-0.001|+1.233|+1.384|-0.000|+0.006|-0.000|+1.240|+1.384|
024:+0.000|+0.002|+0.002|+0.002|+0.002|+0.000|-0.008|+0.000|-0.000|-0.007|+0.000|-0.015|+0.000|+1.243|+1.383|+0.000|+0.006|-0.000|+1.249|+1.384|
025:+0.000|+0.001|+0.001|+0.002|+0.002|-0.000|+0.005|-0.153|+0.000|+0.146|+0.001|-0.003|-0.000|+1.235|+1.384|-0.000|-0.001|+0.000|+1.234|+1.384|
026:+0.000|+0.001|+0.154|+0.155|+0.002|+0.001|+0.144|+0.012|-0.000|-0.144|-0.001|+0.012|+0.001|+1.240|+1.231|+0.000|+0.144|+0.001|+1.231|+1.383|
027:+0.001|+0.001|+0.143|+0.142|+0.002|+0.001|-0.000|+0.003|-0.000|-0.000|+0.001|+0.003|-0.000|+1.384|+1.243|-0.000|+0.000|-0.000|+1.243|+1.384|
028:+0.000|+0.003|+0.139|+0.140|+0.002|-0.001|-0.000|-0.011|+0.000|+0.000|+0.001|-0.012|-0.001|+1.383|+1.246|-0.000|-0.000|+0.000|+1.246|+1.384|
029:+0.000|+0.003|+0.151|+0.152|+0.003|+0.000|+0.001|+0.149|+0.000|-0.000|-0.001|+0.150|+0.001|+1.383|+1.235|-0.000|+0.000|+0.001|+1.234|+1.383|
030:+0.000|+0.002|+0.002|+0.002|+0.002|-0.000|-0.000|-0.000|+0.000|-0.000|-0.000|-0.000|+0.000|+1.384|+1.384|-0.000|+0.000|+0.000|+1.384|+1.384|
031:+0.001|+0.002|+0.001|+0.002|+0.002|-0.001|+0.001|+0.000|+0.000|+0.000|+0.000|-0.001|-0.000|+1.383|+1.384|-0.000|-0.000|-0.000|+1.384|+1.384|
032:+0.000|+0.001|+0.002|+0.002|+0.002|+0.001|-0.000|-0.000|-0.000|+0.000|-0.000|-0.000|+0.001|+1.384|+1.384|-0.000|-0.000|+0.000|+1.383|+1.384|
033:+0.000|+0.001|+0.003|+0.002|+0.001|+0.001|-0.001|+0.000|+0.000|-0.000|+0.000|+0.001|-0.000|+1.384|+1.384|-0.000|+0.000|-0.000|+1.383|+1.385|
034:+0.001|+0.002|+0.002|+0.001|+0.002|-0.000|+0.000|-0.001|+0.000|+0.000|+0.000|-0.000|-0.001|+1.383|+1.384|+0.000|-0.000|-0.000|+1.384|+1.384|
035:+0.001|+0.002|+0.002|+0.002|+0.003|+0.001|+0.000|+0.000|-0.000|-0.000|+0.000|+0.000|+0.001|+1.383|+1.384|+0.000|+0.000|+0.000|+1.384|+1.383|
036:+0.001|+0.002|+0.001|+0.002|+0.002|-0.001|-0.001|+0.001|-0.000|-0.000|+0.000|+0.000|-0.000|+1.384|+1.384|-0.000|-0.000|+0.000|+1.384|+1.383|
037:+0.000|+0.004|+0.001|+0.002|+0.002|-0.001|+0.001|-0.000|+0.000|+0.001|-0.000|-0.001|-0.000|+1.382|+1.384|-0.000|-0.000|+0.000|+1.384|+1.383|
038:+0.000|+0.002|+0.002|+0.002|+0.002|+0.001|+0.000|+0.000|+0.000|-0.000|-0.001|+0.001|+0.001|+1.383|+1.384|+0.000|+0.000|+0.000|+1.383|+1.383|
039:+0.001|+0.002|+0.002|+0.002|+0.002|-0.000|-0.000|+0.001|-0.000|+0.000|+0.001|-0.000|+0.000|+1.384|+1.384|+0.000|-0.000|-0.000|+1.384|+1.384|
