H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.232|+1.244|+0.000|-0.000|+0.000|+0.000|+1.244|
002:+1.245|+1.230|+0.000|+0.000|+0.000|+0.000|+1.230|
003:+1.246|+1.245|+0.000|-0.000|+0.000|+0.000|+1.244|
004:+1.240|+1.241|+0.000|+0.000|+0.000|+0.000|+1.241|
005:+1.243|+1.248|+0.000|+0.000|+0.000|-0.000|+1.248|
006:+1.238|+1.248|+0.000|+0.000|+0.000|-0.000|+1.247|
007:+1.239|+1.254|+0.000|+0.000|+0.000|+0.000|+1.253|
008:+1.242|+1.240|+0.000|+0.000|+0.000|-0.000|+1.239|
009:+1.241|+1.248|+0.000|+0.000|+0.000|-0.000|+1.248|
010:+1.245|+1.244|+0.000|+0.000|+0.000|-0.000|+1.243|
011:+1.240|+1.238|+0.000|+0.000|+0.000|-0.000|+1.238|
012:+1.233|+1.249|+0.000|+0.000|+0.000|-0.000|+1.248|
013:+1.233|+1.233|+0.000|+0.000|+0.000|-0.000|+1.233|
014:+1.236|+1.249|+0.000|-0.000|+0.000|+0.000|+1.249|
015:+1.247|+1.244|+0.000|+0.000|+0.000|-0.000|+1.244|
016:+1.244|+1.249|+0.000|+0.000|+0.000|-0.000|+1.249|
017:+1.235|+1.233|+0.000|-0.000|+0.000|+0.000|+1.232|
018:+1.245|+1.238|+0.000|-0.000|+0.000|+0.000|+1.237|
019:+1.240|+1.244|+0.000|+0.000|+0.000|-0.000|+1.243|
020:+1.240|+1.242|+0.000|-0.000|+0.000|+0.000|+1.241|
021:+1.241|+1.233|+0.000|+0.000|+0.000|+0.000|+1.233|
022:+1.243|+1.239|+0.000|+0.000|+0.000|-0.000|+1.239|
023:+1.242|+1.240|+0.000|-0.000|+0.000|+0.000|+1.239|
024:+1.247|+1.242|+0.000|+0.000|+0.000|-0.000|+1.242|
025:+1.236|+1.241|+0.000|+0.000|+0.000|-0.000|+1.241|
026:+1.242|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.354|
028:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.346|
029:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.351|
030:+1.386|+1.238|+0.000|-0.000|+0.000|+0.000|+1.237|
031:+1.243|+1.236|+0.000|+0.000|+0.000|+0.000|+1.236|
032:+1.239|+1.250|+0.000|+0.000|+0.000|-0.000|+1.250|
033:+1.234|+1.245|+0.000|-0.000|-0.000|+0.000|+1.245|
034:+1.241|+1.386|+0.000|+0.000|-0.000|-0.000|+1.386|
035:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.352|
036:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.342|
037:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.352|
038:+1.386|+1.246|+0.000|+0.000|+0.000|-0.000|+1.246|
039:+1.239|+1.237|+0.000|-0.000|+0.000|+0.000|+1.237|
