MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.000|+0.076|+0.076|+0.000|+0.000|-0.003|+0.008|+0.000|+0.003|-0.000|+0.008|+0.000|+0.693|+0.617|+0.000|-0.003|-0.000|+0.614|+0.693|
002:+0.000|+0.000|+0.068|+0.068|+0.000|+0.000|-0.001|-0.011|-0.000|+0.002|-0.000|-0.010|-0.000|+0.690|+0.625|+0.000|+0.000|-0.000|+0.622|+0.693|
003:+0.000|+0.000|+0.079|+0.079|+0.000|-0.000|-0.000|+0.004|+0.000|+0.000|+0.000|+0.004|-0.000|+0.689|+0.614|-0.000|+0.002|-0.000|+0.612|+0.693|
004:+0.000|+0.000|+0.075|+0.075|+0.000|+0.000|+0.001|-0.006|-0.003|-0.003|-0.000|-0.008|-0.003|+0.689|+0.618|+0.000|+0.002|+0.000|+0.616|+0.693|
005:+0.000|+0.000|+0.080|+0.080|+0.000|-0.000|+0.000|+0.006|+0.002|-0.002|+0.000|+0.008|-0.001|+0.689|+0.613|-0.003|-0.001|-0.000|+0.608|+0.690|
006:+0.000|+0.000|+0.071|+0.071|+0.000|+0.000|-0.004|-0.001|+0.002|+0.002|-0.000|-0.002|+0.001|+0.690|+0.619|-0.001|-0.003|-0.000|+0.616|+0.689|
007:+0.000|+0.000|+0.071|+0.071|+0.000|+0.000|+0.001|-0.007|-0.001|-0.002|-0.000|-0.007|-0.001|+0.686|+0.618|+0.001|-0.001|-0.000|+0.614|+0.690|
008:+0.000|+0.000|+0.077|+0.077|+0.000|-0.000|-0.002|+0.009|-0.000|+0.004|+0.000|+0.010|+0.000|+0.687|+0.611|+0.000|-0.003|-0.000|+0.607|+0.689|
009:+0.000|+0.000|+0.069|+0.069|+0.000|-0.000|+0.002|+0.001|-0.005|-0.002|+0.000|+0.001|-0.005|+0.685|+0.620|+0.000|+0.001|-0.000|+0.617|+0.690|
010:+0.000|+0.000|+0.068|+0.068|+0.000|-0.000|-0.003|-0.008|+0.003|+0.000|-0.000|-0.008|+0.001|+0.687|+0.622|-0.005|-0.001|+0.000|+0.618|+0.685|
011:+0.000|+0.000|+0.074|+0.074|+0.000|-0.000|+0.001|-0.001|+0.000|+0.001|+0.000|+0.001|-0.000|+0.684|+0.613|-0.001|-0.001|-0.000|+0.610|+0.686|
012:+0.000|+0.000|+0.075|+0.075|+0.000|+0.000|+0.000|+0.002|+0.001|-0.001|-0.000|+0.003|-0.000|+0.685|+0.612|-0.001|+0.000|+0.000|+0.611|+0.686|
013:+0.000|+0.000|+0.071|+0.071|+0.000|-0.000|+0.001|+0.007|+0.003|-0.002|+0.000|+0.007|+0.003|+0.685|+0.615|-0.001|-0.001|-0.000|+0.613|+0.685|
014:+0.000|+0.000|+0.063|+0.063|+0.000|-0.000|-0.003|-0.006|-0.002|+0.005|+0.000|-0.004|-0.002|+0.686|+0.622|+0.003|-0.003|-0.000|+0.620|+0.688|
015:+0.000|+0.000|+0.069|+0.069|+0.000|+0.000|+0.000|-0.002|-0.005|+0.001|+0.000|-0.003|-0.003|+0.683|+0.617|+0.001|+0.002|+0.000|+0.616|+0.686|
016:+0.000|+0.000|+0.073|+0.073|+0.000|+0.000|+0.003|-0.003|+0.005|-0.005|-0.000|-0.001|+0.002|+0.683|+0.615|-0.004|+0.003|+0.000|+0.613|+0.683|
017:+0.000|+0.000|+0.072|+0.072|+0.000|-0.000|-0.002|+0.001|+0.003|+0.000|-0.000|+0.002|-0.000|+0.686|+0.612|+0.000|-0.002|-0.000|+0.612|+0.684|
018:+0.000|+0.000|+0.068|+0.068|+0.000|-0.000|+0.001|-0.003|-0.002|+0.002|+0.000|-0.003|-0.000|+0.684|+0.613|+0.004|-0.002|-0.000|+0.614|+0.684|
019:+0.000|+0.000|+0.073|+0.073|+0.000|-0.000|-0.003|-0.001|-0.002|+0.005|-0.000|-0.002|+0.002|+0.684|+0.609|+0.002|-0.001|+0.000|+0.611|+0.684|
020:+0.000|+0.000|+0.077|+0.078|+0.000|-0.000|+0.003|+0.000|-0.001|-0.005|+0.000|-0.000|-0.003|+0.682|+0.609|-0.000|+0.004|-0.000|+0.608|+0.686|
021:+0.000|+0.000|+0.076|+0.076|+0.000|-0.000|-0.002|+0.008|+0.003|+0.001|+0.000|+0.008|+0.002|+0.684|+0.609|-0.001|-0.001|-0.000|+0.608|+0.684|
022:+0.000|+0.000|+0.066|+0.066|+0.000|-0.000|+0.003|-0.006|-0.005|-0.002|-0.000|-0.006|-0.003|+0.682|+0.617|+0.002|+0.000|-0.000|+0.616|+0.686|
023:+0.000|+0.000|+0.073|+0.073|+0.000|-0.000|-0.001|-0.000|+0.000|+0.000|+0.000|-0.001|+0.000|+0.686|+0.612|-0.003|-0.002|-0.000|+0.611|+0.683|
024:+0.000|+0.000|+0.074|+0.074|+0.000|+0.000|-0.003|-0.002|+0.003|+0.003|-0.000|-0.002|+0.002|+0.685|+0.612|-0.002|-0.002|+0.000|+0.610|+0.683|
025:+0.000|+0.000|+0.075|+0.075|+0.000|-0.000|+0.002|+0.053|+0.000|-0.088|+0.000|-0.033|-0.000|+0.682|+0.610|+0.001|+0.001|-0.000|+0.608|+0.685|
026:+0.000|+0.000|+0.021|+0.021|+0.000|-0.000|-0.087|+0.001|+0.000|+0.090|+0.000|+0.004|+0.001|+0.684|+0.662|+0.001|-0.087|-0.000|+0.575|+0.684|
027:+0.000|+0.000|+0.021|+0.021|+0.000|+0.000|+0.001|-0.002|-0.002|-0.008|-0.000|-0.010|-0.001|+0.597|+0.664|+0.001|+0.003|+0.000|+0.579|+0.685|
028:+0.000|+0.000|+0.023|+0.023|+0.000|+0.000|+0.003|+0.001|-0.000|+0.006|-0.000|+0.011|-0.000|+0.598|+0.662|-0.001|-0.005|-0.000|+0.569|+0.684|
029:+0.000|+0.000|+0.022|+0.022|+0.000|+0.000|+0.003|-0.007|-0.091|-0.014|-0.000|-0.016|-0.092|+0.601|+0.663|-0.001|+0.001|-0.000|+0.580|+0.684|
030:+0.000|+0.000|+0.028|+0.028|+0.000|-0.000|-0.008|-0.078|+0.087|-0.040|+0.000|-0.038|-0.001|+0.604|+0.656|-0.092|-0.013|-0.000|+0.563|+0.592|
031:+0.000|+0.000|+0.018|+0.018|+0.000|+0.000|-0.058|-0.004|+0.010|+0.050|+0.000|-0.008|+0.006|+0.596|+0.578|-0.005|-0.052|+0.000|+0.525|+0.591|
032:+0.000|+0.000|+0.019|+0.019|+0.000|+0.000|-0.008|+0.006|-0.010|+0.016|-0.000|+0.009|-0.006|+0.538|+0.574|+0.005|-0.002|+0.000|+0.517|+0.598|
033:+0.000|+0.000|+0.017|+0.017|+0.000|+0.000|+0.006|-0.006|+0.008|-0.003|+0.000|+0.002|+0.002|+0.530|+0.580|-0.005|+0.014|-0.000|+0.526|+0.592|
034:+0.000|+0.000|+0.018|+0.018|+0.000|+0.000|+0.016|-0.001|-0.053|-0.036|-0.000|-0.021|-0.053|+0.536|+0.574|+0.002|+0.010|+0.000|+0.529|+0.594|
035:+0.000|+0.000|+0.019|+0.019|+0.000|+0.000|-0.016|-0.047|+0.039|+0.012|-0.000|-0.001|-0.011|+0.553|+0.572|-0.051|-0.026|-0.000|+0.507|+0.541|
036:+0.000|+0.000|+0.017|+0.017|+0.000|-0.000|-0.014|-0.006|+0.017|+0.016|+0.000|-0.002|+0.014|+0.536|+0.525|-0.012|-0.014|-0.000|+0.507|+0.530|
037:+0.000|+0.000|+0.020|+0.020|+0.000|+0.000|-0.002|+0.010|-0.008|+0.010|+0.000|+0.012|-0.002|+0.522|+0.519|+0.005|+0.003|+0.000|+0.505|+0.544|
038:+0.000|+0.000|+0.016|+0.016|+0.000|+0.000|+0.009|-0.006|+0.016|-0.006|-0.000|+0.003|+0.010|+0.520|+0.529|-0.004|+0.013|+0.000|+0.517|+0.541|
039:+0.000|+0.001|+0.016|+0.016|+0.000|-0.000|-0.004|-0.003|-0.018|-0.002|-0.000|-0.007|-0.021|+0.529|+0.523|+0.013|+0.006|+0.000|+0.520|+0.551|
