H0|H0'|E|1|1_p1|1_p2|partial1|
001:+0.693|+0.689|+0.000|+0.616|+0.616|+0.000|+0.689|
002:+0.689|+0.690|+0.000|+0.616|+0.616|+0.000|+0.690|
003:+0.689|+0.689|+0.000|+0.615|+0.615|+0.000|+0.689|
004:+0.689|+0.687|+0.000|+0.614|+0.614|+0.000|+0.687|
005:+0.689|+0.691|+0.000|+0.615|+0.615|+0.000|+0.691|
006:+0.690|+0.688|+0.000|+0.612|+0.612|+0.000|+0.688|
007:+0.687|+0.688|+0.000|+0.613|+0.613|+0.000|+0.688|
008:+0.685|+0.687|+0.000|+0.614|+0.614|+0.000|+0.687|
009:+0.685|+0.687|+0.000|+0.614|+0.614|+0.000|+0.687|
010:+0.687|+0.688|+0.000|+0.614|+0.614|+0.000|+0.688|
011:+0.687|+0.686|+0.000|+0.616|+0.616|-0.000|+0.686|
012:+0.684|+0.685|+0.000|+0.610|+0.610|+0.000|+0.685|
013:+0.684|+0.684|+0.000|+0.613|+0.613|+0.000|+0.684|
014:+0.682|+0.685|+0.000|+0.605|+0.605|+0.000|+0.685|
015:+0.681|+0.685|+0.000|+0.614|+0.614|+0.000|+0.685|
016:+0.684|+0.685|+0.000|+0.614|+0.614|+0.000|+0.685|
017:+0.683|+0.681|+0.000|+0.610|+0.610|+0.000|+0.681|
018:+0.687|+0.683|+0.000|+0.614|+0.614|+0.000|+0.683|
019:+0.685|+0.684|+0.000|+0.613|+0.613|+0.000|+0.684|
020:+0.686|+0.682|+0.000|+0.609|+0.609|-0.000|+0.682|
021:+0.682|+0.687|+0.000|+0.613|+0.613|+0.000|+0.687|
022:+0.684|+0.683|+0.000|+0.606|+0.606|-0.000|+0.683|
023:+0.681|+0.684|+0.000|+0.609|+0.609|+0.000|+0.684|
024:+0.681|+0.683|+0.000|+0.614|+0.614|-0.000|+0.682|
025:+0.685|+0.684|+0.000|+0.608|+0.608|+0.000|+0.683|
026:+0.686|+0.595|+0.000|+0.310|+0.310|-0.000|+0.595|
027:+0.595|+0.600|+0.000|+0.308|+0.308|+0.000|+0.600|
028:+0.598|+0.592|+0.000|+0.304|+0.304|+0.000|+0.592|
029:+0.593|+0.603|+0.000|+0.298|+0.298|+0.000|+0.603|
030:+0.603|+0.593|+0.000|+0.306|+0.306|+0.000|+0.593|
031:+0.593|+0.548|+0.000|+0.320|+0.320|+0.000|+0.548|
032:+0.541|+0.528|+0.000|+0.311|+0.311|+0.000|+0.528|
033:+0.538|+0.545|+0.000|+0.318|+0.318|+0.000|+0.544|
034:+0.543|+0.540|+0.000|+0.322|+0.322|+0.000|+0.540|
035:+0.535|+0.543|+0.000|+0.321|+0.321|+0.000|+0.543|
036:+0.542|+0.519|+0.000|+0.310|+0.310|+0.000|+0.519|
037:+0.529|+0.536|+0.000|+0.322|+0.322|+0.000|+0.536|
038:+0.527|+0.530|+0.000|+0.320|+0.320|+0.000|+0.530|
039:+0.520|+0.533|+0.000|+0.319|+0.319|+0.000|+0.533|
