MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.001|+1.306|+1.306|+0.001|-0.000|-0.011|+0.000|+0.004|+0.006|+0.000|+0.000|-0.002|+1.306|+0.000|-0.004|-0.002|-0.000|+0.000|+1.300|
002:+0.000|+0.002|+1.301|+1.301|+0.002|+0.000|+0.008|+0.000|-0.000|-0.003|-0.001|+0.000|+0.005|+1.295|+0.000|-0.001|+0.004|+0.000|+0.000|+1.298|
003:+0.001|+0.001|+1.306|+1.306|+0.001|+0.000|+0.001|+0.000|-0.001|+0.002|+0.001|+0.000|+0.001|+1.303|+0.000|-0.001|+0.001|-0.000|+0.000|+1.303|
004:+0.000|+0.002|+1.308|+1.308|+0.002|+0.000|+0.002|+0.000|+0.002|-0.005|-0.000|+0.000|-0.000|+1.304|+0.000|-0.002|+0.002|+0.000|+0.000|+1.304|
005:+0.001|+0.001|+1.305|+1.305|+0.001|+0.000|-0.008|-0.000|+0.007|+0.003|+0.000|+0.000|+0.002|+1.306|+0.000|+0.000|-0.002|+0.000|+0.000|+1.304|
006:+0.000|+0.001|+1.301|+1.301|+0.001|+0.000|-0.001|-0.000|+0.003|-0.002|+0.000|+0.000|-0.000|+1.299|-0.000|+0.007|+0.001|+0.000|+0.000|+1.306|
007:+0.000|+0.003|+1.300|+1.300|+0.003|-0.000|-0.000|+0.000|-0.016|+0.007|-0.001|+0.000|-0.009|+1.298|-0.000|+0.009|-0.001|+0.001|+0.000|+1.306|
008:+0.000|+0.002|+1.306|+1.306|+0.002|-0.000|+0.005|+0.000|+0.012|-0.008|-0.000|+0.000|+0.009|+1.298|+0.000|-0.006|+0.006|+0.000|+0.000|+1.297|
009:+0.000|+0.002|+1.303|+1.303|+0.002|+0.000|-0.001|+0.000|-0.013|+0.003|+0.000|+0.000|-0.011|+1.303|+0.000|+0.006|-0.002|-0.000|+0.000|+1.306|
010:+0.000|+0.002|+1.304|+1.305|+0.002|+0.000|+0.001|+0.000|+0.002|+0.001|-0.000|+0.000|+0.005|+1.302|+0.000|-0.007|+0.001|+0.000|+0.000|+1.295|
011:+0.000|+0.001|+1.306|+1.306|+0.001|+0.000|-0.002|-0.000|+0.008|-0.004|+0.000|+0.000|+0.002|+1.303|+0.000|-0.005|+0.002|-0.000|+0.000|+1.300|
012:+0.000|+0.002|+1.300|+1.301|+0.002|-0.000|+0.000|+0.000|-0.002|+0.004|-0.000|+0.000|+0.003|+1.301|-0.000|+0.003|-0.003|+0.000|+0.000|+1.301|
013:+0.001|+0.001|+1.304|+1.304|+0.001|+0.000|+0.003|+0.000|-0.000|-0.004|+0.000|+0.000|-0.002|+1.301|+0.000|+0.001|+0.002|-0.000|+0.000|+1.304|
014:+0.000|+0.003|+1.304|+1.304|+0.003|+0.000|+0.001|-0.000|+0.003|-0.002|-0.000|+0.000|+0.001|+1.304|+0.000|+0.001|-0.003|-0.000|+0.000|+1.302|
015:+0.001|+0.003|+1.302|+1.302|+0.003|+0.000|-0.004|+0.000|-0.014|+0.006|+0.001|+0.000|-0.013|+1.305|-0.000|+0.003|-0.005|-0.000|+0.000|+1.303|
016:+0.000|+0.002|+1.304|+1.304|+0.002|+0.000|-0.000|+0.000|-0.003|+0.011|-0.001|+0.000|+0.008|+1.301|+0.000|-0.011|+0.001|+0.001|+0.000|+1.291|
017:+0.000|+0.002|+1.315|+1.315|+0.002|+0.000|-0.004|-0.000|+0.014|-0.007|-0.000|+0.000|+0.003|+1.301|+0.000|-0.014|+0.012|-0.000|+0.000|+1.298|
018:+0.001|+0.003|+1.304|+1.304|+0.003|-0.000|+0.008|-0.000|+0.001|-0.009|-0.000|+0.000|+0.001|+1.296|+0.000|+0.000|+0.005|-0.000|+0.000|+1.302|
019:+0.001|+0.002|+1.303|+1.302|+0.002|+0.000|-0.002|+0.000|-0.000|+0.004|+0.000|+0.000|+0.001|+1.304|+0.000|+0.001|-0.004|-0.000|+0.000|+1.302|
020:+0.000|+0.003|+1.304|+1.304|+0.003|+0.000|-0.001|+0.000|-0.001|-0.001|-0.000|+0.000|-0.003|+1.302|+0.000|+0.001|+0.000|-0.000|+0.000|+1.303|
021:+0.001|+0.001|+1.301|+1.301|+0.001|+0.000|-0.003|+0.000|+0.002|+0.008|+0.000|+0.000|+0.006|+1.300|+0.000|+0.000|-0.001|-0.000|+0.000|+1.300|
