H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.348|+1.344|+0.000|-0.000|+0.000|+0.000|+1.343|
002:+1.343|+1.347|+0.000|+0.000|+0.000|-0.000|+1.346|
003:+1.341|+1.349|+0.000|-0.000|+0.000|+0.000|+1.349|
004:+1.349|+1.343|+0.000|-0.000|+0.000|+0.000|+1.342|
005:+1.342|+1.346|+0.000|-0.000|+0.000|+0.000|+1.346|
006:+1.349|+1.347|+0.000|+0.000|+0.000|-0.000|+1.347|
007:+1.349|+1.346|+0.000|-0.000|+0.000|+0.000|+1.346|
008:+1.350|+1.344|+0.000|+0.000|+0.000|+0.000|+1.344|
009:+1.344|+1.349|+0.000|+0.000|+0.000|-0.000|+1.348|
010:+1.343|+1.343|+0.000|-0.000|+0.000|+0.000|+1.343|
011:+1.346|+1.345|+0.000|-0.000|+0.000|+0.000|+1.345|
012:+1.342|+1.344|+0.000|+0.000|+0.000|-0.000|+1.343|
013:+1.345|+1.344|+0.000|+0.000|+0.000|-0.000|+1.343|
014:+1.347|+1.343|+0.000|+0.000|+0.000|-0.000|+1.342|
015:+1.345|+1.347|+0.000|+0.000|+0.000|-0.000|+1.347|
016:+1.348|+1.345|+0.000|-0.000|+0.000|+0.000|+1.345|
017:+1.347|+1.344|+0.000|-0.000|+0.000|+0.000|+1.343|
018:+1.345|+1.347|+0.000|+0.000|+0.000|-0.000|+1.347|
019:+1.346|+1.347|+0.000|+0.000|+0.000|-0.000|+1.346|
020:+1.347|+1.344|+0.000|+0.000|+0.000|-0.000|+1.344|
021:+1.343|+1.350|+0.000|+0.000|+0.000|-0.000|+1.349|
022:+1.343|+1.347|+0.000|+0.000|+0.000|-0.000|+1.347|
023:+1.343|+1.344|+0.000|+0.000|+0.000|-0.000|+1.344|
024:+1.349|+1.347|+0.000|+0.000|+0.000|-0.000|+1.346|
025:+1.344|+1.344|+0.000|-0.000|+0.000|+0.000|+1.343|
026:+1.346|+1.386|+0.000|+0.000|-0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.383|
028:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.383|
029:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.383|
030:+1.386|+1.342|+0.000|-0.000|-0.000|+0.000|+1.342|
031:+1.340|+1.344|+0.000|+0.000|+0.000|+0.000|+1.344|
032:+1.347|+1.342|+0.000|-0.000|+0.000|+0.000|+1.342|
033:+1.339|+1.345|+0.000|+0.000|+0.000|+0.000|+1.345|
034:+1.351|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
035:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.383|
036:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.383|
037:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.381|
038:+1.386|+1.345|+0.000|+0.000|+0.000|-0.000|+1.345|
039:+1.345|+1.350|+0.000|+0.000|+0.000|-0.000|+1.350|
