H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.360|+1.358|+0.000|+0.000|+0.000|-0.000|+1.357|
002:+1.358|+1.363|+0.000|+0.000|+0.000|+0.000|+1.362|
003:+1.362|+1.358|+0.000|+0.000|+0.000|-0.000|+1.357|
004:+1.365|+1.358|+0.000|+0.000|+0.000|-0.000|+1.358|
005:+1.353|+1.356|+0.000|+0.000|+0.000|-0.000|+1.356|
006:+1.361|+1.357|+0.000|-0.000|+0.000|+0.000|+1.356|
007:+1.360|+1.363|+0.000|+0.000|+0.000|-0.000|+1.362|
008:+1.359|+1.357|+0.000|-0.000|+0.000|+0.000|+1.357|
009:+1.361|+1.361|+0.000|+0.000|+0.000|-0.000|+1.360|
010:+1.360|+1.361|+0.000|+0.000|+0.000|-0.000|+1.361|
011:+1.357|+1.364|+0.000|-0.000|+0.000|+0.000|+1.364|
012:+1.360|+1.362|+0.000|+0.000|+0.000|-0.000|+1.361|
013:+1.360|+1.359|+0.000|-0.000|+0.000|+0.000|+1.359|
014:+1.359|+1.360|+0.000|+0.000|+0.000|-0.000|+1.360|
015:+1.360|+1.356|+0.000|+0.000|+0.000|-0.000|+1.356|
016:+1.358|+1.358|+0.000|-0.000|+0.000|+0.000|+1.357|
017:+1.363|+1.363|+0.000|+0.000|+0.000|+0.000|+1.362|
018:+1.360|+1.360|+0.000|-0.000|+0.000|+0.000|+1.360|
019:+1.358|+1.360|+0.000|+0.000|+0.000|+0.000|+1.360|
020:+1.360|+1.358|+0.000|-0.000|+0.000|+0.000|+1.357|
021:+1.363|+1.357|+0.000|-0.000|+0.000|+0.000|+1.356|
022:+1.360|+1.359|+0.000|+0.000|+0.000|+0.000|+1.358|
023:+1.359|+1.356|+0.000|+0.000|+0.000|-0.000|+1.356|
024:+1.357|+1.361|+0.000|+0.000|+0.000|-0.000|+1.361|
025:+1.359|+1.358|+0.000|+0.000|+0.000|-0.000|+1.357|
026:+1.354|+1.386|+0.000|-0.000|-0.000|+0.000|+1.386|
027:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
028:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.385|
029:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.384|
030:+1.386|+1.358|+0.000|+0.000|+0.000|+0.000|+1.357|
031:+1.361|+1.357|+0.000|-0.000|+0.000|+0.000|+1.356|
032:+1.359|+1.358|+0.000|+0.000|+0.000|-0.000|+1.358|
033:+1.360|+1.359|+0.000|-0.000|+0.000|+0.000|+1.358|
034:+1.363|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
035:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.385|
036:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.384|
037:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.384|
038:+1.386|+1.360|+0.000|+0.000|-0.000|-0.000|+1.360|
039:+1.359|+1.362|+0.000|-0.000|-0.000|+0.000|+1.361|
