MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.002|+1.356|+1.357|+0.002|-0.000|-0.003|+0.000|-0.006|+0.002|-0.000|+0.000|-0.007|+1.356|-0.000|+0.005|-0.002|+0.000|+0.000|+1.359|
002:+0.000|+0.002|+1.356|+1.356|+0.002|+0.000|+0.007|+0.000|+0.007|-0.008|+0.000|+0.000|+0.006|+1.354|+0.000|-0.001|-0.000|+0.000|+0.000|+1.353|
003:+0.000|+0.002|+1.354|+1.355|+0.002|-0.000|-0.003|+0.000|-0.007|+0.007|+0.000|+0.000|-0.003|+1.361|+0.000|+0.007|-0.008|+0.000|+0.000|+1.359|
004:+0.001|+0.002|+1.359|+1.359|+0.002|+0.000|-0.001|+0.000|+0.001|+0.004|-0.000|+0.000|+0.005|+1.358|+0.000|-0.001|-0.001|+0.000|+0.000|+1.355|
005:+0.000|+0.002|+1.362|+1.362|+0.002|-0.000|-0.002|-0.000|+0.000|-0.001|-0.000|+0.000|-0.002|+1.357|+0.000|+0.001|+0.003|+0.000|+0.000|+1.360|
006:+0.001|+0.001|+1.358|+1.358|+0.001|+0.000|+0.005|-0.000|-0.006|-0.002|+0.000|+0.000|-0.003|+1.355|+0.000|+0.001|+0.002|-0.000|+0.000|+1.358|
007:+0.001|+0.002|+1.362|+1.361|+0.002|+0.000|-0.003|+0.000|+0.002|+0.002|+0.000|+0.000|+0.001|+1.360|-0.000|-0.005|-0.001|-0.000|+0.000|+1.354|
008:+0.001|+0.002|+1.360|+1.360|+0.002|-0.000|-0.000|-0.000|+0.001|-0.004|-0.000|+0.000|-0.003|+1.357|+0.000|-0.003|+0.001|+0.000|+0.000|+1.355|
009:+0.001|+0.003|+1.357|+1.357|+0.003|+0.000|-0.000|+0.000|-0.000|+0.004|+0.000|+0.000|+0.003|+1.357|-0.000|-0.002|-0.003|-0.000|+0.000|+1.352|
010:+0.001|+0.002|+1.360|+1.360|+0.002|-0.000|+0.002|+0.000|+0.006|-0.002|-0.000|+0.000|+0.006|+1.357|+0.000|-0.002|+0.001|+0.000|+0.000|+1.355|
011:+0.001|+0.001|+1.359|+1.359|+0.001|-0.000|+0.001|-0.000|-0.004|-0.002|+0.000|+0.000|-0.005|+1.358|+0.000|+0.004|-0.001|+0.000|+0.000|+1.361|
012:+0.000|+0.002|+1.358|+1.359|+0.002|-0.000|+0.000|+0.000|-0.005|+0.002|-0.001|+0.000|-0.002|+1.359|+0.000|-0.000|-0.003|+0.000|+0.000|+1.356|
013:+0.001|+0.002|+1.361|+1.361|+0.002|-0.000|+0.002|+0.000|+0.007|-0.003|-0.000|+0.000|+0.005|+1.359|+0.000|-0.005|-0.000|-0.000|+0.000|+1.354|
014:+0.001|+0.001|+1.359|+1.359|+0.001|-0.000|+0.004|+0.000|-0.001|-0.005|+0.000|+0.000|-0.002|+1.361|+0.000|+0.002|-0.004|-0.000|+0.000|+1.359|
015:+0.000|+0.001|+1.358|+1.358|+0.001|-0.000|-0.005|-0.000|+0.001|+0.005|-0.000|+0.000|+0.001|+1.365|+0.000|+0.000|-0.009|+0.000|+0.000|+1.357|
016:+0.000|+0.002|+1.358|+1.358|+0.002|-0.000|-0.001|+0.000|-0.003|+0.005|+0.000|+0.000|+0.000|+1.360|-0.000|+0.001|-0.004|+0.000|+0.000|+1.358|
017:+0.000|+0.002|+1.361|+1.362|+0.002|+0.000|+0.000|-0.000|+0.000|-0.001|-0.001|+0.000|-0.000|+1.359|+0.000|-0.002|+0.001|+0.001|+0.000|+1.358|
018:+0.000|+0.002|+1.361|+1.361|+0.002|+0.000|-0.002|+0.000|+0.003|+0.002|+0.000|+0.000|+0.003|+1.359|-0.000|-0.002|-0.000|+0.000|+0.000|+1.358|
019:+0.000|+0.002|+1.362|+1.362|+0.002|+0.000|+0.005|+0.000|-0.004|-0.008|-0.000|+0.000|-0.007|+1.358|+0.000|+0.001|+0.002|+0.000|+0.000|+1.361|
020:+0.000|+0.002|+1.359|+1.359|+0.002|-0.000|-0.003|-0.000|+0.005|-0.001|+0.000|+0.000|+0.001|+1.362|+0.000|-0.003|-0.006|-0.000|+0.000|+1.354|
021:+0.001|+0.002|+1.355|+1.355|+0.002|+0.000|-0.003|+0.000|-0.007|+0.011|+0.000|+0.000|+0.000|+1.359|-0.000|+0.002|-0.007|+0.000|+0.000|+1.355|
022:+0.000|+0.002|+1.361|+1.362|+0.002|-0.000|+0.003|+0.000|+0.001|-0.004|-0.001|+0.000|+0.000|+1.356|-0.000|-0.005|+0.004|+0.001|+0.000|+1.355|
023:+0.000|+0.001|+1.361|+1.361|+0.001|+0.000|-0.002|-0.000|+0.014|-0.007|+0.000|+0.000|+0.005|+1.359|+0.000|-0.004|+0.000|-0.000|+0.000|+1.355|
024:+0.000|+0.002|+1.353|+1.353|+0.002|+0.000|+0.003|-0.000|-0.008|+0.004|+0.000|+0.000|-0.001|+1.358|+0.000|+0.009|-0.007|-0.000|+0.000|+1.360|
025:+0.000|+0.001|+1.359|+1.359|+0.001|+0.000|-0.005|+0.000|+0.028|+0.001|-0.001|+0.000|+0.025|+1.361|-0.000|+0.001|-0.003|+0.000|+0.000|+1.359|
026:+0.001|+0.002|+1.356|+1.356|+0.002|+0.000|+0.008|+0.000|-0.029|+0.022|+0.003|+0.000|-0.003|+1.356|+0.000|+0.029|-0.002|-0.000|+0.000|+1.384|
027:+0.000|+0.002|+1.383|+1.386|+0.002|+0.000|+0.017|+0.000|+0.000|-0.020|-0.001|+0.000|-0.002|+1.364|+0.000|-0.000|+0.020|+0.003|+0.000|+1.382|
028:+0.001|+0.004|+1.384|+1.385|+0.004|+0.000|-0.001|+0.000|-0.000|+0.000|-0.002|+0.000|+0.001|+1.381|+0.000|+0.000|-0.000|+0.001|+0.000|+1.380|
029:+0.002|+0.004|+1.385|+1.384|+0.004|+0.000|+0.003|+0.000|-0.029|-0.000|-0.001|+0.000|-0.026|+1.380|+0.000|-0.000|+0.000|-0.000|+0.000|+1.381|
030:+0.002|+0.001|+1.386|+1.384|+0.001|+0.000|+0.002|-0.000|+0.034|-0.028|+0.002|+0.000|+0.006|+1.383|+0.000|-0.030|-0.000|-0.002|+0.000|+1.355|
031:+0.000|+0.001|+1.357|+1.357|+0.001|-0.000|-0.027|-0.000|-0.007|+0.030|+0.000|+0.000|-0.005|+1.385|+0.000|+0.005|-0.029|+0.000|+0.000|+1.361|
032:+0.000|+0.002|+1.360|+1.361|+0.002|-0.000|+0.000|+0.000|-0.003|+0.000|-0.000|+0.000|-0.002|+1.358|-0.000|-0.002|+0.001|+0.000|+0.000|+1.356|
033:+0.001|+0.002|+1.361|+1.361|+0.002|-0.000|-0.003|+0.000|+0.031|+0.001|-0.000|+0.000|+0.030|+1.358|+0.000|-0.005|+0.001|+0.000|+0.000|+1.354|
034:+0.000|+0.002|+1.360|+1.360|+0.002|-0.000|+0.002|-0.000|-0.026|+0.024|+0.002|+0.000|-0.003|+1.356|+0.000|+0.026|+0.002|+0.000|+0.000|+1.384|
035:+0.000|+0.002|+1.384|+1.386|+0.002|+0.000|+0.024|+0.000|+0.000|-0.026|-0.001|+0.000|-0.001|+1.357|-0.000|-0.000|+0.026|+0.002|+0.000|+1.381|
036:+0.002|+0.003|+1.384|+1.385|+0.003|-0.000|-0.000|+0.000|+0.000|+0.000|-0.001|+0.000|+0.001|+1.381|+0.000|-0.000|-0.000|+0.001|+0.000|+1.380|
037:+0.002|+0.003|+1.384|+1.384|+0.003|+0.000|+0.002|-0.000|-0.022|+0.000|-0.001|+0.000|-0.019|+1.381|+0.000|+0.000|-0.000|+0.000|+0.000|+1.381|
038:+0.001|+0.002|+1.386|+1.385|+0.002|+0.000|+0.001|+0.000|+0.014|-0.024|+0.001|+0.000|-0.009|+1.383|-0.000|-0.022|+0.000|-0.001|+0.000|+1.363|
039:+0.000|+0.002|+1.362|+1.362|+0.002|-0.000|-0.030|+0.000|+0.007|+0.028|+0.000|+0.000|+0.005|+1.384|-0.000|-0.007|-0.024|+0.000|+0.000|+1.353|
