MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.002|+1.148|+1.148|+0.002|+0.000|-0.006|-0.000|-0.016|+0.012|+0.000|+0.000|-0.011|+1.157|+0.000|+0.012|-0.011|-0.000|+0.000|+1.158|
002:+0.000|+0.003|+1.155|+1.155|+0.003|+0.000|-0.004|+0.000|+0.020|-0.008|+0.000|+0.000|+0.007|+1.151|-0.000|-0.005|+0.001|-0.000|+0.000|+1.147|
003:+0.000|+0.002|+1.142|+1.142|+0.002|+0.000|-0.002|-0.000|+0.002|+0.007|-0.001|+0.000|+0.008|+1.147|+0.000|+0.015|-0.007|+0.000|+0.000|+1.155|
004:+0.001|+0.002|+1.147|+1.146|+0.002|+0.000|+0.010|-0.000|-0.025|+0.004|+0.001|+0.000|-0.012|+1.145|+0.000|+0.017|-0.000|-0.000|+0.000|+1.162|
005:+0.000|+0.001|+1.159|+1.159|+0.001|-0.000|-0.001|+0.000|+0.014|-0.012|-0.001|+0.000|+0.001|+1.154|-0.000|-0.008|+0.004|+0.000|+0.000|+1.150|
006:+0.000|+0.002|+1.147|+1.146|+0.002|-0.000|+0.002|-0.000|-0.009|-0.004|+0.000|+0.000|-0.011|+1.153|+0.000|+0.006|-0.008|-0.000|+0.000|+1.150|
007:+0.001|+0.002|+1.145|+1.145|+0.002|+0.000|-0.007|+0.000|-0.000|+0.021|+0.000|+0.000|+0.013|+1.155|+0.000|-0.004|-0.012|-0.000|+0.000|+1.139|
008:+0.001|+0.001|+1.157|+1.157|+0.001|-0.000|+0.006|+0.000|+0.018|-0.017|+0.000|+0.000|+0.006|+1.148|+0.000|-0.004|+0.008|-0.000|+0.000|+1.152|
009:+0.000|+0.001|+1.146|+1.146|+0.001|-0.000|-0.008|+0.000|-0.013|+0.011|+0.000|+0.000|-0.009|+1.153|+0.000|+0.014|-0.009|+0.000|+0.000|+1.158|
010:+0.000|+0.002|+1.149|+1.150|+0.002|+0.000|+0.006|+0.000|-0.010|-0.002|-0.000|+0.000|-0.006|+1.146|+0.000|+0.001|+0.002|+0.000|+0.000|+1.149|
011:+0.000|+0.002|+1.154|+1.154|+0.002|+0.000|-0.003|+0.000|+0.018|-0.004|-0.000|+0.000|+0.011|+1.152|+0.000|-0.009|-0.000|+0.000|+0.000|+1.143|
012:+0.000|+0.002|+1.147|+1.147|+0.002|+0.000|+0.006|-0.000|-0.008|-0.004|-0.000|+0.000|-0.005|+1.149|+0.000|+0.009|-0.004|-0.000|+0.000|+1.154|
013:+0.001|+0.002|+1.150|+1.149|+0.002|+0.000|-0.008|-0.000|-0.002|+0.013|+0.000|+0.000|+0.003|+1.155|+0.000|+0.001|-0.008|-0.000|+0.000|+1.149|
014:+0.000|+0.002|+1.155|+1.154|+0.002|+0.000|+0.014|+0.000|+0.003|-0.020|+0.000|+0.000|-0.003|+1.148|-0.000|-0.001|+0.005|-0.000|+0.000|+1.152|
015:+0.000|+0.002|+1.149|+1.149|+0.002|+0.000|-0.006|+0.000|-0.006|+0.019|-0.000|+0.000|+0.007|+1.162|+0.000|+0.002|-0.015|-0.000|+0.000|+1.149|
016:+0.000|+0.002|+1.161|+1.161|+0.002|+0.000|-0.005|+0.000|+0.006|-0.010|+0.000|+0.000|-0.009|+1.155|+0.000|-0.004|+0.004|-0.000|+0.000|+1.156|
017:+0.000|+0.001|+1.146|+1.146|+0.001|+0.000|-0.007|+0.000|+0.004|+0.009|-0.000|+0.000|+0.005|+1.150|+0.000|+0.002|-0.006|+0.000|+0.000|+1.147|
018:+0.000|+0.001|+1.147|+1.147|+0.001|+0.000|+0.006|-0.000|-0.016|-0.001|+0.001|+0.000|-0.011|+1.143|+0.000|+0.006|+0.003|-0.000|+0.000|+1.152|
019:+0.000|+0.002|+1.153|+1.154|+0.002|+0.000|+0.011|+0.000|+0.014|-0.011|-0.000|+0.000|+0.014|+1.149|-0.000|-0.010|+0.002|+0.000|+0.000|+1.141|
020:+0.000|+0.002|+1.153|+1.153|+0.002|-0.000|-0.005|+0.000|+0.004|+0.006|-0.001|+0.000|+0.007|+1.160|-0.000|+0.004|-0.009|+0.000|+0.000|+1.154|
