H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.370|+1.372|+0.000|+0.000|+0.000|-0.000|+1.371|
002:+1.370|+1.370|+0.000|+0.000|+0.000|-0.000|+1.369|
003:+1.372|+1.372|+0.000|+0.000|+0.000|-0.000|+1.372|
004:+1.372|+1.372|+0.000|+0.000|+0.000|-0.000|+1.372|
005:+1.371|+1.371|+0.000|+0.000|+0.000|-0.000|+1.370|
006:+1.370|+1.371|+0.000|-0.000|+0.000|+0.000|+1.371|
007:+1.372|+1.372|+0.000|+0.000|+0.000|-0.000|+1.371|
008:+1.370|+1.368|+0.000|+0.000|+0.000|-0.000|+1.368|
009:+1.370|+1.371|+0.000|-0.000|+0.000|+0.000|+1.371|
010:+1.373|+1.373|+0.000|+0.000|+0.000|-0.000|+1.372|
011:+1.370|+1.372|+0.000|-0.000|+0.000|+0.000|+1.372|
012:+1.370|+1.376|+0.000|-0.000|+0.000|+0.000|+1.376|
013:+1.371|+1.372|+0.000|-0.000|+0.000|+0.000|+1.372|
014:+1.371|+1.373|+0.000|-0.000|+0.000|+0.000|+1.372|
015:+1.374|+1.371|+0.000|-0.000|+0.000|+0.000|+1.371|
016:+1.371|+1.368|+0.000|+0.000|+0.000|-0.000|+1.368|
017:+1.373|+1.372|+0.000|+0.000|+0.000|+0.000|+1.372|
018:+1.374|+1.370|+0.000|+0.000|+0.000|+0.000|+1.370|
019:+1.372|+1.372|+0.000|-0.000|+0.000|+0.000|+1.372|
020:+1.371|+1.373|+0.000|+0.000|+0.000|-0.000|+1.372|
021:+1.372|+1.371|+0.000|+0.000|+0.000|-0.000|+1.370|
022:+1.373|+1.372|+0.000|+0.000|+0.000|-0.000|+1.371|
023:+1.372|+1.371|+0.000|+0.000|+0.000|-0.000|+1.371|
024:+1.372|+1.368|+0.000|-0.000|+0.000|+0.000|+1.368|
025:+1.373|+1.371|+0.000|+0.000|+0.000|-0.000|+1.370|
026:+1.369|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.385|
028:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
029:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
030:+1.386|+1.374|+0.000|-0.000|-0.000|+0.000|+1.374|
031:+1.372|+1.370|+0.000|-0.000|+0.000|+0.000|+1.369|
032:+1.374|+1.372|+0.000|-0.000|+0.000|+0.000|+1.372|
033:+1.375|+1.374|+0.000|+0.000|+0.000|-0.000|+1.374|
034:+1.369|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.385|
036:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
037:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
038:+1.386|+1.370|+0.000|-0.000|+0.000|+0.000|+1.370|
039:+1.373|+1.371|+0.000|-0.000|+0.000|+0.000|+1.371|
