MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.000|+0.101|+0.101|+0.000|-0.000|-0.000|-0.006|-0.000|+0.000|+0.000|-0.006|+0.000|+0.693|+0.592|+0.000|-0.000|-0.000|+0.592|+0.693|
002:+0.000|+0.000|+0.107|+0.107|+0.000|+0.000|+0.001|+0.008|-0.000|+0.000|+0.000|+0.009|+0.000|+0.693|+0.587|+0.000|-0.000|-0.000|+0.586|+0.693|
003:+0.000|+0.000|+0.099|+0.099|+0.000|+0.000|-0.000|+0.002|-0.000|-0.001|+0.000|+0.001|+0.000|+0.693|+0.594|-0.000|+0.000|-0.000|+0.594|+0.693|
004:+0.000|+0.000|+0.097|+0.097|+0.000|-0.000|-0.000|-0.007|-0.000|+0.001|-0.000|-0.006|-0.000|+0.693|+0.597|-0.000|-0.001|+0.000|+0.596|+0.693|
005:+0.000|+0.000|+0.104|+0.104|+0.000|+0.000|+0.000|+0.001|+0.000|-0.001|+0.000|+0.001|+0.000|+0.693|+0.590|-0.000|+0.000|-0.000|+0.589|+0.693|
006:+0.000|+0.000|+0.102|+0.102|+0.000|-0.000|-0.000|-0.005|-0.000|+0.000|+0.000|-0.006|-0.000|+0.693|+0.591|+0.000|-0.000|-0.000|+0.591|+0.693|
007:+0.000|+0.000|+0.108|+0.108|+0.000|+0.000|-0.000|+0.004|+0.000|+0.001|-0.000|+0.004|+0.000|+0.693|+0.585|-0.000|-0.000|+0.000|+0.585|+0.693|
008:+0.000|+0.000|+0.103|+0.103|+0.000|+0.000|+0.000|+0.005|-0.000|+0.000|+0.000|+0.006|-0.000|+0.692|+0.590|+0.000|+0.000|-0.000|+0.589|+0.693|
009:+0.000|+0.000|+0.098|+0.098|+0.000|-0.000|+0.000|-0.009|-0.001|-0.001|-0.000|-0.010|-0.000|+0.692|+0.595|-0.000|+0.001|+0.000|+0.595|+0.693|
010:+0.000|+0.000|+0.107|+0.107|+0.000|-0.000|+0.000|+0.004|+0.001|-0.000|+0.000|+0.005|+0.000|+0.692|+0.586|-0.001|-0.000|-0.000|+0.585|+0.692|
011:+0.000|+0.000|+0.103|+0.103|+0.000|-0.000|-0.001|+0.002|-0.000|+0.001|+0.000|+0.002|+0.000|+0.693|+0.590|+0.000|-0.000|-0.000|+0.590|+0.693|
012:+0.000|+0.000|+0.101|+0.101|+0.000|-0.000|+0.001|-0.001|-0.001|-0.001|-0.000|-0.002|-0.001|+0.692|+0.592|+0.000|+0.001|+0.000|+0.592|+0.693|
013:+0.000|+0.000|+0.101|+0.101|+0.000|-0.000|-0.000|-0.008|+0.000|+0.001|+0.000|-0.007|+0.000|+0.692|+0.591|-0.001|-0.001|-0.000|+0.590|+0.692|
014:+0.000|+0.000|+0.110|+0.110|+0.000|-0.000|-0.000|+0.006|+0.001|+0.000|-0.000|+0.006|+0.001|+0.692|+0.583|-0.001|+0.001|-0.000|+0.583|+0.692|
015:+0.000|+0.000|+0.103|+0.103|+0.000|-0.000|+0.000|+0.002|+0.001|-0.001|+0.000|+0.003|-0.000|+0.692|+0.589|+0.000|+0.001|-0.000|+0.590|+0.693|
016:+0.000|+0.000|+0.100|+0.100|+0.000|-0.000|+0.001|+0.005|-0.001|-0.000|+0.000|+0.004|-0.000|+0.692|+0.591|+0.001|+0.000|-0.000|+0.592|+0.693|
017:+0.000|+0.000|+0.097|+0.097|+0.000|-0.000|+0.000|-0.001|+0.000|-0.000|+0.000|-0.001|-0.000|+0.693|+0.596|-0.000|-0.000|+0.000|+0.596|+0.693|
018:+0.000|+0.000|+0.097|+0.097|+0.000|-0.000|-0.000|-0.008|+0.000|-0.000|-0.000|-0.008|-0.000|+0.693|+0.595|-0.000|-0.000|+0.000|+0.595|+0.692|
019:+0.000|+0.000|+0.105|+0.105|+0.000|+0.000|-0.000|-0.003|-0.000|+0.001|+0.000|-0.004|+0.000|+0.693|+0.587|+0.000|-0.001|-0.000|+0.587|+0.692|
020:+0.000|+0.000|+0.109|+0.109|+0.000|+0.000|-0.000|+0.007|+0.001|+0.000|+0.000|+0.007|+0.000|+0.692|+0.584|-0.000|-0.000|-0.000|+0.584|+0.692|
021:+0.000|+0.000|+0.101|+0.101|+0.000|-0.000|-0.000|-0.000|-0.001|-0.000|+0.000|-0.000|-0.001|+0.692|+0.591|+0.001|+0.000|-0.000|+0.591|+0.693|
022:+0.000|+0.000|+0.102|+0.102|+0.000|-0.000|+0.001|+0.003|+0.001|-0.000|+0.000|+0.003|+0.001|+0.692|+0.591|-0.001|+0.000|-0.000|+0.591|+0.692|
023:+0.000|+0.000|+0.099|+0.099|+0.000|-0.000|-0.000|-0.001|+0.000|+0.000|-0.000|-0.001|-0.000|+0.693|+0.594|-0.000|-0.000|+0.000|+0.594|+0.692|
024:+0.000|+0.000|+0.100|+0.099|+0.000|+0.000|-0.000|-0.000|+0.001|-0.001|-0.000|-0.000|+0.000|+0.692|+0.593|-0.000|+0.000|-0.000|+0.593|+0.692|
025:+0.000|+0.000|+0.099|+0.099|+0.000|+0.000|-0.000|+0.067|-0.001|-0.110|+0.000|-0.045|+0.000|+0.692|+0.593|+0.001|-0.001|-0.000|+0.593|+0.693|
026:+0.000|+0.000|+0.033|+0.033|+0.000|+0.000|-0.115|+0.001|+0.001|+0.113|+0.000|-0.001|-0.000|+0.692|+0.660|+0.000|-0.111|-0.000|+0.548|+0.693|
027:+0.000|+0.000|+0.032|+0.032|+0.000|+0.000|-0.004|-0.006|+0.000|-0.007|+0.000|-0.017|+0.000|+0.577|+0.660|+0.001|+0.002|+0.000|+0.547|+0.692|
028:+0.000|+0.000|+0.038|+0.038|+0.000|+0.000|+0.004|+0.004|-0.001|-0.002|-0.000|+0.006|+0.000|+0.573|+0.654|+0.001|-0.005|+0.000|+0.531|+0.692|
029:+0.000|+0.000|+0.035|+0.035|+0.000|-0.000|-0.014|+0.003|-0.117|+0.017|-0.000|+0.006|-0.118|+0.578|+0.658|-0.000|-0.007|+0.000|+0.537|+0.692|
030:+0.000|+0.000|+0.031|+0.031|+0.000|+0.000|+0.014|-0.111|+0.109|-0.080|+0.000|-0.064|-0.005|+0.563|+0.661|-0.117|+0.010|+0.000|+0.542|+0.575|
031:+0.000|+0.000|+0.029|+0.029|+0.000|-0.000|-0.067|+0.005|+0.001|+0.069|+0.000|+0.007|+0.000|+0.577|+0.549|-0.008|-0.070|+0.000|+0.478|+0.570|
032:+0.000|+0.000|+0.023|+0.023|+0.000|+0.000|+0.003|-0.009|+0.005|-0.009|-0.000|-0.010|-0.001|+0.510|+0.554|-0.007|-0.001|+0.000|+0.486|+0.570|
033:+0.000|+0.000|+0.027|+0.027|+0.000|+0.000|-0.006|-0.003|-0.004|+0.001|+0.000|-0.008|-0.004|+0.513|+0.545|-0.003|-0.010|-0.000|+0.476|+0.569|
034:+0.000|+0.000|+0.029|+0.029|+0.000|-0.000|-0.005|+0.006|-0.067|+0.018|+0.000|+0.013|-0.063|+0.507|+0.542|-0.006|-0.010|-0.000|+0.468|+0.565|
035:+0.000|+0.000|+0.028|+0.028|+0.000|-0.000|-0.001|-0.058|+0.046|-0.026|-0.000|-0.022|-0.017|+0.502|+0.547|-0.074|+0.008|+0.000|+0.482|+0.502|
