MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.002|+1.303|+1.303|+0.002|+0.000|-0.010|+0.000|+0.015|+0.002|-0.000|+0.000|+0.008|+1.301|-0.000|-0.007|+0.000|+0.000|+0.000|+1.293|
002:+0.001|+0.002|+1.295|+1.295|+0.002|-0.000|+0.008|-0.000|-0.004|-0.004|+0.000|+0.000|+0.001|+1.291|+0.000|+0.008|+0.002|-0.000|+0.000|+1.301|
003:+0.000|+0.004|+1.301|+1.301|+0.004|+0.000|+0.003|+0.000|-0.005|-0.004|-0.001|+0.000|-0.006|+1.299|-0.000|+0.005|-0.002|+0.000|+0.000|+1.302|
004:+0.001|+0.002|+1.299|+1.299|+0.002|+0.000|-0.002|-0.000|+0.003|+0.004|+0.000|+0.000|+0.005|+1.302|+0.000|-0.001|-0.006|-0.000|+0.000|+1.296|
005:+0.000|+0.003|+1.301|+1.301|+0.003|-0.000|-0.005|+0.000|-0.006|+0.014|-0.000|+0.000|+0.004|+1.300|+0.000|+0.003|-0.002|+0.000|+0.000|+1.301|
006:+0.000|+0.002|+1.311|+1.311|+0.002|+0.000|+0.007|+0.000|+0.001|-0.013|-0.000|+0.000|-0.005|+1.296|+0.000|-0.003|+0.013|-0.000|+0.000|+1.305|
007:+0.001|+0.002|+1.304|+1.304|+0.002|+0.000|-0.004|+0.000|+0.000|+0.004|-0.000|+0.000|+0.001|+1.303|+0.000|-0.002|-0.001|-0.000|+0.000|+1.300|
008:+0.001|+0.001|+1.305|+1.304|+0.001|+0.000|+0.004|-0.000|-0.002|-0.004|+0.000|+0.000|-0.003|+1.299|+0.000|-0.002|+0.004|-0.001|+0.000|+1.302|
009:+0.001|+0.002|+1.305|+1.305|+0.002|+0.000|-0.002|+0.000|+0.010|-0.000|+0.001|+0.000|+0.007|+1.303|+0.000|-0.004|-0.000|-0.000|+0.000|+1.299|
010:+0.000|+0.002|+1.302|+1.302|+0.002|+0.000|-0.000|+0.000|-0.011|+0.001|-0.000|+0.000|-0.010|+1.301|+0.000|+0.006|-0.000|+0.000|+0.000|+1.306|
011:+0.000|+0.003|+1.304|+1.304|+0.003|+0.000|-0.007|+0.000|+0.003|+0.007|-0.000|+0.000|+0.003|+1.300|+0.000|-0.005|+0.001|+0.000|+0.000|+1.296|
012:+0.000|+0.002|+1.303|+1.303|+0.002|-0.000|+0.006|+0.000|+0.013|-0.011|+0.000|+0.000|+0.008|+1.294|+0.000|-0.002|+0.008|-0.000|+0.000|+1.300|
013:+0.000|+0.001|+1.297|+1.298|+0.001|+0.000|+0.004|+0.000|-0.007|-0.003|-0.001|+0.000|-0.005|+1.300|+0.000|+0.011|-0.003|+0.000|+0.000|+1.307|
014:+0.000|+0.002|+1.299|+1.299|+0.002|+0.000|-0.013|+0.000|+0.004|+0.014|+0.000|+0.000|+0.005|+1.303|+0.000|+0.005|-0.006|-0.000|+0.000|+1.302|
015:+0.000|+0.001|+1.300|+1.300|+0.001|+0.000|+0.011|-0.000|-0.008|-0.006|+0.000|+0.000|-0.004|+1.291|+0.000|+0.008|+0.008|-0.000|+0.000|+1.307|
016:+0.000|+0.002|+1.305|+1.305|+0.002|+0.000|-0.003|+0.000|+0.005|-0.000|-0.000|+0.000|+0.002|+1.301|-0.000|+0.001|+0.002|+0.000|+0.000|+1.304|
017:+0.000|+0.002|+1.302|+1.302|+0.002|+0.000|+0.009|-0.000|-0.001|-0.013|+0.000|+0.000|-0.005|+1.298|+0.000|+0.006|+0.002|+0.000|+0.000|+1.306|
018:+0.000|+0.002|+1.298|+1.298|+0.002|-0.000|-0.012|+0.000|-0.002|+0.018|-0.000|+0.000|+0.004|+1.307|-0.000|+0.004|-0.011|+0.000|+0.000|+1.300|
019:+0.001|+0.002|+1.304|+1.304|+0.002|+0.000|+0.004|-0.000|+0.000|-0.001|-0.000|+0.000|+0.004|+1.295|+0.000|+0.002|+0.008|+0.000|+0.000|+1.304|
020:+0.000|+0.002|+1.307|+1.307|+0.002|+0.000|-0.001|+0.000|-0.000|-0.003|+0.000|+0.000|-0.004|+1.299|-0.000|+0.002|+0.007|-0.000|+0.000|+1.308|
021:+0.000|+0.002|+1.303|+1.303|+0.002|+0.000|-0.001|-0.000|-0.001|-0.001|-0.000|+0.000|-0.003|+1.298|+0.000|+0.002|+0.004|-0.000|+0.000|+1.304|
022:+0.000|+0.001|+1.301|+1.300|+0.001|+0.000|+0.005|+0.000|-0.003|-0.002|+0.000|+0.000|-0.000|+1.297|-0.000|+0.001|+0.003|-0.000|+0.000|+1.301|
023:+0.000|+0.002|+1.304|+1.304|+0.002|-0.000|-0.000|+0.000|-0.001|-0.003|+0.000|+0.000|-0.004|+1.301|+0.000|-0.002|+0.001|-0.000|+0.000|+1.301|
024:+0.000|+0.002|+1.301|+1.301|+0.002|+0.000|-0.008|+0.000|-0.002|+0.012|+0.000|+0.000|+0.002|+1.301|+0.000|-0.002|-0.002|+0.000|+0.000|+1.296|
025:+0.000|+0.001|+1.304|+1.304|+0.001|+0.000|+0.012|+0.259|+0.005|+0.069|-0.001|+0.341|+0.003|+1.293|+0.000|-0.004|+0.010|+0.000|+0.000|+1.298|
026:+0.001|+0.002|+1.045|+1.045|+0.002|+0.000|+0.079|-0.017|-0.004|-0.078|+0.000|+0.003|+0.001|+1.305|+0.259|+0.001|+0.079|-0.000|+0.341|+1.302|
027:+0.000|+0.002|+1.042|+1.067|+0.002|-0.024|+0.001|-0.010|+0.008|-0.000|-0.000|+0.001|+0.003|+1.383|+0.242|-0.004|+0.000|-0.000|+0.344|+1.302|
028:+0.001|+0.001|+1.041|+1.070|+0.001|-0.030|-0.017|-0.002|+0.084|+0.000|+0.017|-0.046|+0.051|+1.384|+0.231|+0.004|-0.000|-0.000|+0.344|+1.305|
029:+0.000|+0.018|+1.071|+1.068|+0.014|+0.015|-0.005|+0.075|-0.088|-0.085|-0.030|-0.064|+0.017|+1.367|+0.230|+0.088|-0.000|+0.016|+0.298|+1.356|
030:+0.014|+0.010|+1.067|+1.068|+0.013|-0.011|-0.062|+0.044|-0.000|+0.081|+0.014|-0.006|+0.011|+1.362|+0.304|-0.000|-0.085|-0.014|+0.234|+1.373|
031:+0.000|+0.001|+1.069|+1.038|+0.001|+0.031|+0.000|-0.005|+0.000|+0.006|+0.000|+0.007|-0.001|+1.301|+0.348|-0.000|-0.004|+0.000|+0.228|+1.384|
032:+0.001|+0.002|+1.070|+1.043|+0.002|+0.027|-0.005|+0.002|-0.087|+0.001|-0.000|+0.026|-0.087|+1.301|+0.343|-0.000|+0.002|+0.000|+0.235|+1.383|
033:+0.001|+0.002|+1.041|+1.041|+0.002|+0.000|+0.001|-0.077|+0.083|+0.084|+0.000|+0.082|+0.008|+1.296|+0.345|-0.087|+0.004|-0.000|+0.261|+1.296|
034:+0.000|+0.001|+1.042|+1.042|+0.001|+0.001|+0.087|-0.034|+0.002|-0.088|-0.000|-0.003|-0.002|+1.297|+0.268|-0.004|+0.087|+0.000|+0.343|+1.304|
035:+0.001|+0.002|+1.045|+1.073|+0.002|-0.027|+0.000|-0.001|+0.001|+0.000|-0.000|+0.006|-0.005|+1.384|+0.233|-0.002|-0.000|-0.000|+0.340|+1.302|
036:+0.000|+0.002|+1.040|+1.068|+0.002|-0.028|-0.012|+0.009|+0.076|+0.000|+0.014|-0.044|+0.063|+1.384|+0.232|-0.001|-0.000|-0.000|+0.346|+1.297|
037:+0.000|+0.014|+1.070|+1.069|+0.012|+0.013|-0.008|+0.066|-0.076|-0.081|-0.026|-0.068|+0.014|+1.372|+0.241|+0.076|+0.000|+0.014|+0.302|+1.360|
038:+0.013|+0.009|+1.071|+1.067|+0.012|-0.005|-0.066|+0.039|+0.000|+0.081|+0.012|-0.003|+0.010|+1.364|+0.307|-0.000|-0.081|-0.012|+0.234|+1.374|
039:+0.000|+0.002|+1.069|+1.040|+0.002|+0.030|-0.003|-0.002|+0.000|-0.001|-0.000|-0.003|+0.000|+1.298|+0.346|-0.000|+0.000|-0.000|+0.231|+1.384|
