H0|H0'|E|1|1_p1|1_p2|partial1|
001:+0.693|+0.671|+0.000|+0.405|+0.405|+0.000|+0.671|
002:+0.673|+0.671|+0.000|+0.419|+0.419|-0.000|+0.671|
003:+0.673|+0.675|+0.000|+0.406|+0.406|+0.000|+0.675|
004:+0.669|+0.673|+0.000|+0.415|+0.415|-0.000|+0.673|
005:+0.670|+0.674|+0.000|+0.397|+0.397|+0.000|+0.673|
006:+0.676|+0.632|+0.000|+0.371|+0.371|+0.000|+0.632|
007:+0.628|+0.639|+0.000|+0.376|+0.376|+0.000|+0.638|
008:+0.628|+0.637|+0.000|+0.377|+0.377|+0.000|+0.637|
009:+0.639|+0.634|+0.000|+0.367|+0.367|+0.000|+0.634|
010:+0.637|+0.636|+0.000|+0.374|+0.374|+0.000|+0.636|
011:+0.620|+0.597|+0.000|+0.349|+0.349|+0.000|+0.597|
012:+0.600|+0.592|+0.000|+0.354|+0.354|+0.000|+0.592|
013:+0.595|+0.599|+0.000|+0.343|+0.343|+0.000|+0.599|
014:+0.600|+0.592|+0.000|+0.348|+0.348|+0.000|+0.592|
015:+0.596|+0.588|+0.000|+0.343|+0.343|-0.000|+0.587|
016:+0.598|+0.560|+0.000|+0.341|+0.341|+0.000|+0.559|
017:+0.572|+0.561|+0.000|+0.337|+0.337|+0.000|+0.561|
018:+0.562|+0.571|+0.000|+0.339|+0.339|+0.000|+0.571|
019:+0.569|+0.565|+0.000|+0.332|+0.332|-0.000|+0.565|
020:+0.568|+0.566|+0.000|+0.330|+0.330|+0.000|+0.566|
021:+0.569|+0.548|+0.000|+0.326|+0.326|-0.000|+0.548|
022:+0.545|+0.543|+0.000|+0.324|+0.324|+0.000|+0.543|
023:+0.542|+0.542|+0.000|+0.317|+0.317|+0.000|+0.542|
024:+0.534|+0.543|+0.000|+0.329|+0.329|+0.000|+0.543|
025:+0.542|+0.536|+0.000|+0.326|+0.326|+0.000|+0.535|
026:+0.546|+0.349|+0.000|+0.158|+0.158|+0.000|+0.349|
027:+0.344|+0.338|+0.000|+0.159|+0.159|+0.000|+0.338|
028:+0.339|+0.332|+0.000|+0.157|+0.157|+0.000|+0.332|
029:+0.348|+0.341|+0.000|+0.151|+0.151|+0.000|+0.341|
030:+0.350|+0.336|+0.000|+0.156|+0.156|+0.000|+0.336|
031:+0.345|+0.244|+0.000|+0.129|+0.129|+0.000|+0.244|
032:+0.253|+0.256|+0.000|+0.139|+0.139|+0.000|+0.256|
033:+0.247|+0.249|+0.000|+0.139|+0.139|+0.000|+0.249|
034:+0.249|+0.249|+0.000|+0.133|+0.133|+0.000|+0.249|
035:+0.252|+0.235|+0.000|+0.127|+0.127|+0.000|+0.235|
036:+0.240|+0.207|+0.000|+0.128|+0.128|+0.000|+0.207|
037:+0.213|+0.207|+0.000|+0.125|+0.125|+0.000|+0.207|
038:+0.220|+0.201|+0.000|+0.125|+0.125|+0.000|+0.201|
039:+0.203|+0.210|+0.000|+0.129|+0.129|+0.000|+0.210|
