H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.199|+1.197|+0.000|-0.000|+0.000|+0.000|+1.196|
002:+1.200|+1.211|+0.000|+0.000|+0.000|-0.000|+1.211|
003:+1.197|+1.200|+0.000|-0.000|+0.000|+0.000|+1.199|
004:+1.200|+1.201|+0.000|+0.000|+0.000|-0.000|+1.201|
005:+1.200|+1.198|+0.000|+0.000|+0.000|-0.000|+1.197|
006:+1.189|+1.203|+0.000|+0.000|+0.000|-0.000|+1.202|
007:+1.196|+1.203|+0.000|-0.000|+0.000|+0.000|+1.202|
008:+1.207|+1.207|+0.000|-0.000|+0.000|+0.000|+1.207|
009:+1.202|+1.199|+0.000|+0.000|+0.000|-0.000|+1.199|
010:+1.203|+1.189|+0.000|+0.000|+0.000|+0.000|+1.189|
011:+1.202|+1.207|+0.000|-0.000|+0.000|+0.000|+1.206|
012:+1.191|+1.194|+0.000|+0.000|+0.000|-0.000|+1.193|
013:+1.199|+1.205|+0.000|-0.000|+0.000|+0.000|+1.205|
014:+1.200|+1.206|+0.000|-0.000|+0.000|+0.000|+1.205|
015:+1.211|+1.201|+0.000|-0.000|+0.000|+0.000|+1.201|
016:+1.211|+1.206|+0.000|+0.000|+0.000|-0.000|+1.205|
017:+1.200|+1.206|+0.000|+0.000|+0.000|+0.000|+1.205|
018:+1.198|+1.204|+0.000|+0.000|+0.000|-0.000|+1.204|
019:+1.201|+1.194|+0.000|+0.000|+0.000|+0.000|+1.194|
020:+1.200|+1.204|+0.000|+0.000|+0.000|+0.000|+1.203|
021:+1.207|+1.201|+0.000|-0.000|+0.000|+0.000|+1.200|
022:+1.210|+1.199|+0.000|-0.000|+0.000|+0.000|+1.199|
023:+1.198|+1.204|+0.000|-0.000|+0.000|+0.000|+1.204|
024:+1.203|+1.209|+0.000|+0.000|+0.000|+0.000|+1.209|
025:+1.201|+1.204|+0.000|+0.000|+0.000|-0.000|+1.204|
026:+1.199|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
027:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.329|
028:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.326|
029:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.325|
030:+1.386|+1.196|+0.000|+0.000|-0.000|-0.000|+1.196|
031:+1.201|+1.206|+0.000|+0.000|+0.000|-0.000|+1.206|
032:+1.204|+1.197|+0.000|+0.000|-0.000|-0.000|+1.197|
033:+1.204|+1.195|+0.000|+0.000|+0.000|+0.000|+1.194|
034:+1.194|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
035:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.331|
036:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.327|
037:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.328|
038:+1.386|+1.211|+0.000|-0.000|+0.000|+0.000|+1.211|
039:+1.208|+1.206|+0.000|+0.000|+0.000|-0.000|+1.205|
