H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.324|+1.332|+0.000|+0.000|+0.000|-0.000|+1.332|
002:+1.328|+1.324|+0.000|-0.000|+0.000|+0.000|+1.324|
003:+1.326|+1.320|+0.000|-0.000|+0.000|+0.000|+1.320|
004:+1.323|+1.329|+0.000|-0.000|+0.000|+0.000|+1.329|
005:+1.326|+1.330|+0.000|+0.000|+0.000|+0.000|+1.329|
006:+1.328|+1.325|+0.000|+0.000|+0.000|+0.000|+1.324|
007:+1.331|+1.326|+0.000|-0.000|+0.000|+0.000|+1.326|
008:+1.328|+1.326|+0.000|-0.000|+0.000|+0.000|+1.325|
009:+1.329|+1.323|+0.000|-0.000|+0.000|+0.000|+1.323|
010:+1.330|+1.327|+0.000|+0.000|+0.000|-0.000|+1.326|
011:+1.330|+1.319|+0.000|-0.000|+0.000|+0.000|+1.318|
012:+1.325|+1.328|+0.000|-0.000|+0.000|+0.000|+1.328|
013:+1.329|+1.323|+0.000|+0.000|+0.000|-0.000|+1.322|
014:+1.331|+1.327|+0.000|+0.000|+0.000|-0.000|+1.326|
015:+1.329|+1.332|+0.000|+0.000|+0.000|-0.000|+1.332|
016:+1.324|+1.325|+0.000|-0.000|+0.000|+0.000|+1.324|
017:+1.322|+1.323|+0.000|+0.000|+0.000|-0.000|+1.322|
018:+1.324|+1.321|+0.000|+0.000|+0.000|-0.000|+1.320|
019:+1.317|+1.329|+0.000|-0.000|+0.000|+0.000|+1.328|
020:+1.329|+1.327|+0.000|+0.000|+0.000|-0.000|+1.327|
021:+1.321|+1.321|+0.000|+0.000|+0.000|-0.000|+1.320|
022:+1.324|+1.327|+0.000|+0.000|+0.000|-0.000|+1.327|
023:+1.328|+1.329|+0.000|+0.000|+0.000|+0.000|+1.328|
024:+1.328|+1.328|+0.000|+0.000|+0.000|+0.000|+1.327|
025:+1.329|+1.329|+0.000|+0.000|+0.000|+0.000|+1.328|
026:+1.324|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.381|
028:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.379|
029:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.379|
030:+1.386|+1.323|+0.000|-0.000|-0.000|+0.000|+1.323|
031:+1.323|+1.322|+0.000|+0.000|+0.000|-0.000|+1.321|
032:+1.328|+1.320|+0.000|-0.000|-0.000|+0.000|+1.320|
033:+1.327|+1.329|+0.000|-0.000|+0.000|+0.000|+1.328|
034:+1.322|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.379|
036:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.379|
037:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.379|
038:+1.386|+1.327|+0.000|+0.000|+0.000|-0.000|+1.327|
039:+1.328|+1.321|+0.000|-0.000|-0.000|+0.000|+1.321|
