H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.363|+1.359|+0.000|+0.000|+0.000|-0.000|+1.358|
002:+1.359|+1.361|+0.000|-0.000|+0.000|+0.000|+1.361|
003:+1.360|+1.363|+0.000|-0.000|+0.000|+0.000|+1.363|
004:+1.360|+1.361|+0.000|-0.000|+0.000|+0.000|+1.360|
005:+1.361|+1.360|+0.000|+0.000|+0.000|-0.000|+1.359|
006:+1.360|+1.360|+0.000|-0.000|+0.000|+0.000|+1.359|
007:+1.361|+1.358|+0.000|+0.000|+0.000|-0.000|+1.357|
008:+1.359|+1.362|+0.000|-0.000|+0.000|+0.000|+1.361|
009:+1.362|+1.360|+0.000|+0.000|+0.000|-0.000|+1.360|
010:+1.361|+1.364|+0.000|+0.000|+0.000|-0.000|+1.364|
011:+1.363|+1.357|+0.000|+0.000|+0.000|-0.000|+1.357|
012:+1.364|+1.362|+0.000|-0.000|+0.000|+0.000|+1.361|
013:+1.360|+1.355|+0.000|+0.000|+0.000|-0.000|+1.354|
014:+1.359|+1.357|+0.000|-0.000|+0.000|+0.000|+1.357|
015:+1.358|+1.359|+0.000|-0.000|+0.000|+0.000|+1.358|
016:+1.364|+1.358|+0.000|+0.000|+0.000|+0.000|+1.357|
017:+1.362|+1.360|+0.000|-0.000|+0.000|+0.000|+1.359|
018:+1.358|+1.359|+0.000|+0.000|+0.000|-0.000|+1.359|
019:+1.361|+1.361|+0.000|+0.000|+0.000|-0.000|+1.360|
020:+1.357|+1.360|+0.000|+0.000|+0.000|-0.000|+1.359|
021:+1.362|+1.361|+0.000|-0.000|+0.000|+0.000|+1.360|
022:+1.358|+1.359|+0.000|-0.000|+0.000|+0.000|+1.358|
023:+1.360|+1.358|+0.000|+0.000|+0.000|-0.000|+1.358|
024:+1.357|+1.360|+0.000|+0.000|+0.000|-0.000|+1.359|
025:+1.364|+1.365|+0.000|+0.000|+0.000|+0.000|+1.364|
026:+1.357|+1.386|+0.000|-0.000|-0.000|+0.000|+1.385|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.385|
028:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
029:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.384|
030:+1.386|+1.362|+0.000|+0.000|+0.000|-0.000|+1.361|
031:+1.362|+1.360|+0.000|+0.000|+0.000|-0.000|+1.359|
032:+1.360|+1.360|+0.000|+0.000|+0.000|-0.000|+1.360|
033:+1.359|+1.358|+0.000|-0.000|+0.000|+0.000|+1.358|
034:+1.360|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.385|
036:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.385|
037:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.384|
038:+1.386|+1.357|+0.000|-0.000|-0.000|+0.000|+1.357|
039:+1.360|+1.355|+0.000|-0.000|+0.000|+0.000|+1.355|
