MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.001|+0.000|+0.000|+0.002|+0.002|+0.000|-0.005|+0.000|+0.000|+0.007|+0.001|+0.001|+0.000|+1.209|+1.383|+0.000|-0.018|-0.001|+1.192|+1.383|
002:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.005|-0.001|+0.000|+0.004|-0.000|-0.001|-0.001|+1.204|+1.384|+0.000|-0.010|+0.000|+1.193|+1.384|
003:+0.000|+0.000|+0.000|+0.002|+0.003|-0.000|+0.006|-0.000|+0.000|-0.003|+0.000|+0.003|-0.000|+1.199|+1.383|+0.000|-0.006|-0.000|+1.192|+1.383|
004:+0.001|+0.000|+0.000|+0.003|+0.003|+0.000|+0.005|+0.001|+0.000|+0.006|+0.000|+0.010|+0.001|+1.205|+1.383|+0.000|-0.009|-0.000|+1.196|+1.383|
005:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.006|-0.001|+0.000|+0.003|+0.000|-0.004|-0.001|+1.210|+1.384|+0.000|-0.003|+0.000|+1.206|+1.384|
006:+0.000|+0.000|+0.000|+0.003|+0.003|-0.000|-0.006|+0.001|+0.000|+0.008|-0.000|+0.001|+0.001|+1.204|+1.383|+0.000|-0.001|+0.000|+1.203|+1.383|
007:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|+0.005|-0.001|+0.000|-0.003|+0.001|+0.001|-0.001|+1.197|+1.384|+0.000|+0.007|-0.000|+1.204|+1.384|
008:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.005|+0.000|+0.000|+0.005|-0.000|+0.000|+0.000|+1.202|+1.384|+0.000|+0.004|+0.000|+1.206|+1.384|
009:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|+0.003|-0.001|+0.000|-0.009|-0.000|-0.006|-0.001|+1.197|+1.384|+0.000|+0.009|+0.000|+1.206|+1.384|
010:+0.001|+0.000|+0.000|+0.002|+0.002|+0.000|+0.004|+0.001|+0.000|-0.001|+0.000|+0.002|+0.001|+1.200|+1.383|+0.000|-0.000|-0.000|+1.200|+1.383|
