MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.002|+1.206|+1.206|+0.002|-0.000|-0.008|-0.000|+0.006|+0.005|+0.000|+0.000|+0.003|+1.201|+0.000|-0.006|+0.004|+0.000|+0.000|+1.199|
002:+0.000|+0.002|+1.203|+1.203|+0.002|-0.000|+0.009|+0.000|-0.011|-0.008|+0.000|+0.000|-0.010|+1.193|+0.000|+0.000|+0.009|+0.000|+0.000|+1.202|
003:+0.000|+0.002|+1.205|+1.205|+0.002|-0.000|-0.001|+0.000|+0.008|+0.001|+0.000|+0.000|+0.007|+1.202|+0.000|-0.011|+0.001|+0.000|+0.000|+1.192|
004:+0.000|+0.001|+1.204|+1.204|+0.001|-0.000|-0.012|-0.000|-0.000|+0.009|-0.000|+0.000|-0.004|+1.201|+0.000|-0.003|+0.001|+0.001|+0.000|+1.199|
005:+0.001|+0.001|+1.200|+1.201|+0.001|-0.000|-0.001|+0.000|+0.007|-0.001|+0.000|+0.000|+0.005|+1.189|-0.000|-0.004|+0.010|+0.000|+0.000|+1.195|
006:+0.001|+0.002|+1.199|+1.199|+0.002|+0.000|+0.013|-0.000|-0.009|-0.009|-0.000|+0.000|-0.004|+1.188|+0.000|+0.004|+0.009|+0.000|+0.000|+1.201|
007:+0.001|+0.002|+1.204|+1.204|+0.002|+0.000|-0.009|+0.000|+0.004|+0.003|-0.001|+0.000|-0.001|+1.201|-0.000|-0.005|+0.001|+0.000|+0.000|+1.197|
008:+0.001|+0.002|+1.199|+1.199|+0.002|+0.000|+0.011|+0.000|-0.006|+0.002|-0.000|+0.000|+0.008|+1.192|-0.000|-0.001|+0.004|-0.000|+0.000|+1.196|
009:+0.001|+0.002|+1.212|+1.211|+0.002|+0.000|+0.000|-0.000|+0.006|-0.011|+0.000|+0.000|-0.005|+1.203|+0.000|-0.007|+0.006|-0.000|+0.000|+1.203|
010:+0.001|+0.002|+1.201|+1.201|+0.002|+0.000|-0.016|-0.000|-0.000|+0.014|+0.000|+0.000|-0.002|+1.204|+0.000|-0.001|-0.005|-0.000|+0.000|+1.199|
011:+0.000|+0.003|+1.200|+1.200|+0.003|-0.000|+0.012|+0.000|+0.014|-0.022|+0.001|+0.000|+0.002|+1.188|-0.000|-0.001|+0.009|-0.000|+0.000|+1.196|
012:+0.000|+0.002|+1.188|+1.189|+0.002|+0.000|+0.009|+0.000|-0.008|-0.001|-0.001|+0.000|+0.001|+1.200|-0.000|+0.012|-0.013|+0.001|+0.000|+1.199|
013:+0.000|+0.002|+1.198|+1.197|+0.002|+0.000|-0.011|+0.000|-0.008|+0.023|+0.000|+0.000|+0.003|+1.209|+0.000|+0.004|-0.014|-0.000|+0.000|+1.200|
014:+0.000|+0.002|+1.208|+1.208|+0.002|+0.000|-0.002|+0.000|+0.020|-0.017|+0.000|+0.000|+0.000|+1.197|+0.000|-0.004|+0.009|+0.000|+0.000|+1.203|
015:+0.000|+0.002|+1.188|+1.189|+0.002|+0.000|+0.004|+0.000|-0.018|+0.009|-0.000|+0.000|-0.005|+1.195|+0.000|+0.016|-0.008|+0.000|+0.000|+1.203|
016:+0.000|+0.002|+1.202|+1.202|+0.002|+0.000|-0.002|+0.000|-0.007|+0.003|-0.000|+0.000|-0.006|+1.199|+0.000|-0.003|+0.001|+0.000|+0.000|+1.198|
017:+0.000|+0.001|+1.203|+1.203|+0.001|+0.000|+0.002|+0.000|+0.013|-0.004|-0.000|+0.000|+0.010|+1.197|+0.000|-0.010|+0.004|+0.000|+0.000|+1.192|
018:+0.001|+0.002|+1.201|+1.201|+0.002|-0.000|+0.002|-0.000|+0.003|-0.005|+0.000|+0.000|+0.001|+1.199|+0.000|+0.003|-0.000|-0.000|+0.000|+1.202|
