H0|H0'|E|1|1_p1|1_p2|partial1|
001:+0.693|+0.684|+0.000|+0.494|+0.494|-0.000|+0.684|
002:+0.686|+0.686|+0.000|+0.497|+0.497|+0.000|+0.686|
003:+0.685|+0.683|+0.000|+0.490|+0.490|-0.000|+0.683|
004:+0.684|+0.688|+0.000|+0.493|+0.493|+0.000|+0.687|
005:+0.687|+0.684|+0.000|+0.497|+0.497|+0.000|+0.684|
006:+0.686|+0.671|+0.000|+0.483|+0.483|-0.000|+0.671|
007:+0.676|+0.670|+0.000|+0.481|+0.481|+0.000|+0.670|
008:+0.673|+0.674|+0.000|+0.488|+0.488|+0.000|+0.674|
009:+0.672|+0.672|+0.000|+0.488|+0.488|-0.000|+0.672|
010:+0.670|+0.669|+0.000|+0.470|+0.470|+0.000|+0.669|
011:+0.671|+0.664|+0.000|+0.482|+0.482|-0.000|+0.664|
012:+0.662|+0.663|+0.000|+0.476|+0.476|+0.000|+0.663|
013:+0.664|+0.663|+0.000|+0.484|+0.484|+0.000|+0.663|
014:+0.665|+0.659|+0.000|+0.472|+0.472|+0.000|+0.659|
015:+0.661|+0.661|+0.000|+0.484|+0.484|+0.000|+0.661|
016:+0.663|+0.658|+0.000|+0.463|+0.463|+0.000|+0.658|
017:+0.656|+0.660|+0.000|+0.483|+0.483|+0.000|+0.660|
018:+0.653|+0.656|+0.000|+0.473|+0.473|+0.000|+0.656|
019:+0.658|+0.659|+0.000|+0.477|+0.477|+0.000|+0.659|
020:+0.659|+0.653|+0.000|+0.475|+0.475|-0.000|+0.653|
021:+0.652|+0.647|+0.000|+0.468|+0.468|+0.000|+0.647|
022:+0.655|+0.654|+0.000|+0.480|+0.480|+0.000|+0.654|
023:+0.647|+0.651|+0.000|+0.471|+0.471|-0.000|+0.651|
024:+0.647|+0.652|+0.000|+0.472|+0.472|+0.000|+0.651|
025:+0.654|+0.646|+0.000|+0.469|+0.469|+0.000|+0.646|
026:+0.648|+0.459|+0.000|+0.229|+0.229|-0.000|+0.459|
027:+0.470|+0.456|+0.000|+0.233|+0.233|+0.000|+0.456|
028:+0.466|+0.467|+0.000|+0.229|+0.229|+0.000|+0.466|
029:+0.465|+0.455|+0.000|+0.229|+0.229|+0.000|+0.455|
030:+0.461|+0.471|+0.000|+0.228|+0.228|-0.000|+0.471|
031:+0.466|+0.380|+0.000|+0.223|+0.223|+0.000|+0.380|
032:+0.385|+0.386|+0.000|+0.227|+0.227|+0.000|+0.386|
033:+0.375|+0.380|+0.000|+0.217|+0.217|+0.000|+0.380|
034:+0.374|+0.367|+0.000|+0.216|+0.216|+0.000|+0.367|
035:+0.375|+0.381|+0.000|+0.223|+0.223|+0.000|+0.381|
036:+0.371|+0.336|+0.000|+0.211|+0.211|+0.000|+0.336|
037:+0.337|+0.348|+0.000|+0.216|+0.216|-0.000|+0.348|
038:+0.349|+0.335|+0.000|+0.212|+0.212|+0.000|+0.335|
039:+0.349|+0.334|+0.000|+0.208|+0.208|+0.000|+0.334|
