MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.002|+1.244|+1.244|+0.002|+0.000|+0.002|-0.000|+0.001|+0.001|-0.000|+0.000|+0.005|+1.236|+0.000|-0.004|+0.007|+0.000|+0.000|+1.238|
002:+0.001|+0.002|+1.249|+1.248|+0.002|-0.000|-0.006|+0.000|+0.010|-0.004|+0.000|+0.000|-0.000|+1.238|+0.000|-0.004|+0.008|-0.000|+0.000|+1.243|
003:+0.000|+0.002|+1.239|+1.239|+0.002|+0.000|+0.002|-0.000|+0.002|-0.010|-0.000|+0.000|-0.006|+1.232|+0.000|+0.006|+0.005|+0.000|+0.000|+1.243|
004:+0.000|+0.003|+1.232|+1.232|+0.003|-0.000|+0.010|+0.000|-0.004|+0.004|-0.000|+0.000|+0.010|+1.234|-0.000|+0.008|-0.006|-0.000|+0.000|+1.237|
005:+0.000|+0.002|+1.245|+1.245|+0.002|+0.000|-0.001|+0.000|-0.012|+0.004|-0.000|+0.000|-0.009|+1.244|+0.000|+0.004|-0.001|-0.000|+0.000|+1.247|
006:+0.001|+0.002|+1.248|+1.247|+0.002|+0.000|+0.004|-0.000|-0.009|-0.002|-0.000|+0.000|-0.007|+1.243|+0.000|-0.008|+0.003|-0.000|+0.000|+1.238|
007:+0.001|+0.001|+1.250|+1.249|+0.001|+0.000|-0.012|+0.000|+0.020|-0.001|-0.000|+0.000|+0.008|+1.247|-0.000|-0.017|+0.000|-0.001|+0.000|+1.232|
008:+0.001|+0.001|+1.237|+1.236|+0.001|-0.000|+0.007|+0.000|-0.010|+0.001|+0.000|+0.000|-0.003|+1.236|+0.000|+0.003|-0.001|-0.001|+0.000|+1.239|
009:+0.001|+0.001|+1.244|+1.244|+0.001|+0.000|+0.001|-0.000|+0.001|-0.003|+0.000|+0.000|-0.000|+1.242|+0.000|-0.006|+0.000|-0.000|+0.000|+1.236|
010:+0.000|+0.001|+1.242|+1.242|+0.001|+0.000|+0.005|+0.000|+0.003|-0.011|+0.000|+0.000|-0.003|+1.244|-0.000|-0.005|-0.002|-0.000|+0.000|+1.236|
011:+0.000|+0.002|+1.237|+1.237|+0.002|+0.000|-0.014|+0.000|-0.001|+0.013|-0.000|+0.000|-0.002|+1.249|+0.000|-0.002|-0.014|+0.000|+0.000|+1.233|
012:+0.000|+0.002|+1.236|+1.236|+0.002|+0.000|+0.009|+0.000|+0.005|-0.003|+0.000|+0.000|+0.011|+1.235|+0.000|-0.003|-0.001|-0.000|+0.000|+1.230|
013:+0.000|+0.001|+1.241|+1.241|+0.001|-0.000|-0.004|-0.000|+0.003|+0.008|+0.000|+0.000|+0.007|+1.244|+0.000|+0.001|-0.004|+0.000|+0.000|+1.241|
014:+0.001|+0.002|+1.246|+1.246|+0.002|+0.000|-0.007|+0.000|+0.003|-0.007|-0.001|+0.000|-0.011|+1.240|-0.000|+0.005|+0.004|+0.000|+0.000|+1.248|
015:+0.001|+0.002|+1.233|+1.232|+0.002|+0.000|+0.007|+0.000|-0.004|-0.002|+0.000|+0.000|+0.001|+1.233|+0.000|+0.008|-0.003|-0.000|+0.000|+1.238|
016:+0.000|+0.002|+1.237|+1.237|+0.002|+0.000|+0.004|-0.000|-0.003|-0.001|+0.000|+0.000|-0.000|+1.240|+0.000|+0.004|-0.005|-0.000|+0.000|+1.239|
