H0|H0'|E|1|1_p1|1_p2|partial1|
364:+0.587|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
365:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
366:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
367:+0.587|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
368:+0.587|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
369:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
370:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
371:+0.587|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
372:+0.587|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
373:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
374:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
375:+0.587|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
376:+0.587|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
377:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
378:+0.605|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
379:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
380:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
381:+0.604|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
382:+0.604|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
383:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
384:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
385:+0.604|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
386:+0.604|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
387:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
388:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
389:+0.604|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
390:+0.604|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
391:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
392:+0.586|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
393:+0.603|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
394:+0.603|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
395:+0.585|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
396:+0.585|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
397:+0.603|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
398:+0.603|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
399:+0.585|+0.000|+0.000|+0.000|+0.000|+0.000|+0.000|
