H0|H0'|E|1|1_p1|1_p2|partial1|
365:+0.595|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
366:+0.577|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
367:+0.577|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
368:+0.595|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
369:+0.595|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
370:+0.577|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
371:+0.577|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
372:+0.595|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
373:+0.595|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
374:+0.577|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
375:+0.577|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
376:+0.595|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
377:+0.595|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
378:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
379:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
380:+0.596|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
381:+0.596|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
382:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
383:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
384:+0.596|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
385:+0.596|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
386:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
387:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
388:+0.596|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
389:+0.596|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
390:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
391:+0.578|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
392:+0.597|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
393:+0.597|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
394:+0.579|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
395:+0.579|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
396:+0.597|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
397:+0.597|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
398:+0.579|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
399:+0.579|+0.000|-0.000|+0.000|+0.000|+0.000|+0.000|
