H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.340|+1.351|+0.000|-0.000|+0.000|+0.000|+1.351|
002:+1.348|+1.347|+0.000|+0.000|+0.000|-0.000|+1.346|
003:+1.346|+1.347|+0.000|+0.000|+0.000|-0.000|+1.347|
004:+1.345|+1.347|+0.000|-0.000|+0.000|+0.000|+1.347|
005:+1.341|+1.338|+0.000|-0.000|+0.000|+0.000|+1.337|
006:+1.348|+1.344|+0.000|-0.000|+0.000|+0.000|+1.344|
007:+1.351|+1.347|+0.000|-0.000|+0.000|+0.000|+1.347|
008:+1.337|+1.351|+0.000|+0.000|+0.000|-0.000|+1.350|
009:+1.347|+1.347|+0.000|+0.000|+0.000|-0.000|+1.347|
010:+1.347|+1.344|+0.000|+0.000|+0.000|-0.000|+1.344|
011:+1.347|+1.348|+0.000|-0.000|+0.000|+0.000|+1.347|
012:+1.347|+1.340|+0.000|+0.000|+0.000|-0.000|+1.340|
013:+1.344|+1.343|+0.000|-0.000|+0.000|+0.000|+1.343|
014:+1.347|+1.340|+0.000|+0.000|+0.000|-0.000|+1.340|
015:+1.349|+1.344|+0.000|+0.000|+0.000|-0.000|+1.343|
016:+1.347|+1.344|+0.000|+0.000|+0.000|-0.000|+1.344|
017:+1.345|+1.343|+0.000|-0.000|+0.000|+0.000|+1.342|
018:+1.344|+1.349|+0.000|-0.000|+0.000|+0.000|+1.349|
019:+1.346|+1.344|+0.000|-0.000|+0.000|+0.000|+1.344|
020:+1.348|+1.347|+0.000|-0.000|+0.000|+0.000|+1.346|
021:+1.348|+1.345|+0.000|+0.000|+0.000|+0.000|+1.344|
022:+1.344|+1.344|+0.000|-0.000|+0.000|+0.000|+1.344|
023:+1.346|+1.339|+0.000|-0.000|+0.000|+0.000|+1.339|
024:+1.343|+1.350|+0.000|+0.000|+0.000|+0.000|+1.349|
025:+1.346|+1.342|+0.000|+0.000|+0.000|-0.000|+1.341|
026:+1.342|+1.386|+0.000|-0.000|-0.000|+0.000|+1.386|
027:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.386|
028:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.385|
029:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.385|
030:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.385|
031:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
032:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
033:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
034:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.385|
035:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.386|
036:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
037:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
038:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.386|
039:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
