H0|H0'|E|1|1_p1|1_p2|partial1|
001:+0.693|+0.691|+0.000|+0.530|+0.530|+0.000|+0.691|
002:+0.691|+0.689|+0.000|+0.526|+0.526|+0.000|+0.688|
003:+0.690|+0.689|+0.000|+0.528|+0.528|-0.000|+0.689|
004:+0.688|+0.690|+0.000|+0.530|+0.530|+0.000|+0.690|
005:+0.689|+0.689|+0.000|+0.520|+0.520|+0.000|+0.689|
006:+0.691|+0.686|+0.000|+0.529|+0.529|+0.000|+0.686|
007:+0.686|+0.684|+0.000|+0.517|+0.517|+0.000|+0.684|
008:+0.684|+0.684|+0.000|+0.524|+0.524|+0.000|+0.684|
009:+0.687|+0.685|+0.000|+0.521|+0.521|-0.000|+0.685|
010:+0.682|+0.685|+0.000|+0.522|+0.522|+0.000|+0.685|
011:+0.685|+0.682|+0.000|+0.525|+0.525|+0.000|+0.682|
012:+0.680|+0.681|+0.000|+0.524|+0.524|+0.000|+0.681|
013:+0.680|+0.678|+0.000|+0.516|+0.516|+0.000|+0.678|
014:+0.683|+0.679|+0.000|+0.508|+0.508|-0.000|+0.679|
015:+0.676|+0.678|+0.000|+0.523|+0.523|+0.000|+0.678|
016:+0.679|+0.677|+0.000|+0.517|+0.517|+0.000|+0.677|
017:+0.677|+0.678|+0.000|+0.520|+0.520|+0.000|+0.677|
018:+0.677|+0.678|+0.000|+0.520|+0.520|+0.000|+0.677|
019:+0.678|+0.680|+0.000|+0.533|+0.533|-0.000|+0.679|
020:+0.677|+0.679|+0.000|+0.515|+0.515|+0.000|+0.679|
021:+0.679|+0.678|+0.000|+0.517|+0.517|-0.000|+0.678|
022:+0.678|+0.678|+0.000|+0.519|+0.519|+0.000|+0.678|
023:+0.678|+0.680|+0.000|+0.526|+0.526|+0.000|+0.679|
024:+0.676|+0.678|+0.000|+0.512|+0.512|-0.000|+0.678|
025:+0.677|+0.679|+0.000|+0.523|+0.523|+0.000|+0.679|
026:+0.675|+0.510|+0.000|+0.261|+0.261|+0.000|+0.510|
027:+0.498|+0.500|+0.000|+0.255|+0.255|+0.000|+0.500|
028:+0.497|+0.506|+0.000|+0.259|+0.259|+0.000|+0.506|
029:+0.502|+0.504|+0.000|+0.261|+0.261|+0.000|+0.504|
030:+0.496|+0.503|+0.000|+0.258|+0.258|+0.000|+0.503|
031:+0.504|+0.413|+0.000|+0.242|+0.242|+0.000|+0.413|
032:+0.411|+0.419|+0.000|+0.253|+0.253|+0.000|+0.419|
033:+0.414|+0.413|+0.000|+0.241|+0.241|+0.000|+0.413|
034:+0.413|+0.419|+0.000|+0.252|+0.252|+0.000|+0.418|
035:+0.414|+0.418|+0.000|+0.248|+0.248|+0.000|+0.418|
036:+0.415|+0.382|+0.000|+0.240|+0.240|+0.000|+0.382|
037:+0.391|+0.388|+0.000|+0.245|+0.245|+0.000|+0.388|
038:+0.385|+0.385|+0.000|+0.238|+0.238|+0.000|+0.385|
039:+0.391|+0.387|+0.000|+0.244|+0.244|+0.000|+0.387|
