MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.001|+0.001|+1.333|+1.332|+0.001|-0.000|+0.004|-0.000|+0.003|-0.012|+0.001|+0.000|-0.007|+1.321|+0.000|-0.002|+0.010|-0.000|+0.000|+1.329|
002:+0.000|+0.003|+1.324|+1.325|+0.003|+0.000|+0.000|+0.000|+0.001|+0.003|-0.001|+0.000|+0.006|+1.325|-0.000|+0.001|-0.003|+0.000|+0.000|+1.322|
003:+0.001|+0.002|+1.328|+1.328|+0.002|-0.000|-0.000|+0.000|-0.002|-0.001|+0.000|+0.000|-0.003|+1.325|-0.000|+0.002|+0.000|-0.000|+0.000|+1.328|
004:+0.000|+0.002|+1.327|+1.327|+0.002|-0.000|-0.001|+0.000|+0.001|-0.002|+0.000|+0.000|-0.002|+1.325|-0.000|+0.000|-0.000|+0.000|+0.000|+1.325|
005:+0.001|+0.002|+1.323|+1.323|+0.002|+0.000|-0.001|+0.000|+0.007|+0.003|-0.000|+0.000|+0.009|+1.324|-0.000|+0.001|-0.002|+0.000|+0.000|+1.323|
006:+0.000|+0.001|+1.325|+1.325|+0.001|-0.000|+0.007|+0.000|-0.008|-0.005|+0.000|+0.000|-0.006|+1.323|-0.000|+0.008|+0.000|-0.000|+0.000|+1.332|
007:+0.001|+0.002|+1.327|+1.327|+0.002|+0.000|-0.003|+0.000|-0.006|+0.008|+0.001|+0.000|-0.002|+1.330|-0.000|-0.000|-0.004|-0.000|+0.000|+1.325|
008:+0.000|+0.002|+1.332|+1.332|+0.002|-0.000|+0.000|+0.000|+0.007|-0.010|-0.001|+0.000|-0.003|+1.327|+0.000|-0.006|+0.004|+0.000|+0.000|+1.324|
009:+0.000|+0.002|+1.323|+1.323|+0.002|+0.000|-0.006|-0.000|-0.004|+0.013|+0.000|+0.000|+0.002|+1.327|+0.000|+0.000|-0.006|-0.000|+0.000|+1.321|
010:+0.000|+0.002|+1.329|+1.329|+0.002|-0.000|+0.012|+0.000|+0.003|-0.016|-0.000|+0.000|-0.000|+1.321|+0.000|-0.004|+0.006|+0.000|+0.000|+1.323|
011:+0.000|+0.001|+1.325|+1.325|+0.001|+0.000|-0.015|-0.000|+0.004|+0.014|-0.001|+0.000|+0.003|+1.333|+0.000|-0.001|-0.010|+0.000|+0.000|+1.323|
012:+0.001|+0.002|+1.324|+1.324|+0.002|+0.000|+0.004|-0.000|-0.005|+0.002|+0.000|+0.000|+0.000|+1.318|+0.000|+0.003|+0.004|-0.001|+0.000|+1.326|
013:+0.000|+0.002|+1.330|+1.330|+0.002|-0.000|+0.005|+0.000|-0.001|-0.007|+0.001|+0.000|-0.003|+1.322|-0.000|-0.002|+0.006|-0.000|+0.000|+1.326|
