H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.083|+1.087|+0.000|+0.000|+0.000|-0.000|+1.086|
002:+1.084|+1.089|+0.000|+0.000|+0.000|-0.000|+1.089|
003:+1.095|+1.098|+0.000|+0.000|+0.000|+0.000|+1.097|
004:+1.086|+1.086|+0.000|+0.000|+0.000|+0.000|+1.085|
005:+1.082|+1.091|+0.000|-0.000|+0.000|+0.000|+1.091|
006:+1.088|+1.088|+0.000|-0.000|+0.000|+0.000|+1.088|
007:+1.090|+1.089|+0.000|+0.000|+0.000|+0.000|+1.089|
008:+1.086|+1.093|+0.000|-0.000|+0.000|+0.000|+1.093|
009:+1.081|+1.095|+0.000|-0.000|+0.000|+0.000|+1.094|
010:+1.089|+1.100|+0.000|+0.000|+0.000|-0.000|+1.099|
011:+1.087|+1.094|+0.000|+0.000|+0.000|-0.000|+1.094|
012:+1.094|+1.078|+0.000|+0.000|+0.000|-0.000|+1.077|
013:+1.088|+1.081|+0.000|+0.000|+0.000|+0.000|+1.080|
014:+1.091|+1.090|+0.000|-0.000|+0.000|+0.000|+1.089|
015:+1.091|+1.091|+0.000|+0.000|+0.000|-0.000|+1.090|
016:+1.090|+1.086|+0.000|+0.000|+0.000|-0.000|+1.086|
017:+1.096|+1.089|+0.000|-0.000|+0.000|+0.000|+1.088|
018:+1.089|+1.085|+0.000|+0.000|+0.000|-0.000|+1.085|
019:+1.092|+1.086|+0.000|-0.000|+0.000|+0.000|+1.086|
020:+1.084|+1.102|+0.000|-0.000|+0.000|+0.000|+1.101|
021:+1.087|+1.087|+0.000|+0.000|+0.000|-0.000|+1.087|
022:+1.090|+1.091|+0.000|-0.000|+0.000|+0.000|+1.091|
023:+1.083|+1.088|+0.000|-0.000|+0.000|+0.000|+1.087|
024:+1.087|+1.090|+0.000|+0.000|+0.000|+0.000|+1.089|
025:+1.086|+1.087|+0.000|-0.000|+0.000|+0.000|+1.087|
026:+1.082|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.249|
028:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.246|
029:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.259|
030:+1.386|+1.094|+0.000|-0.000|+0.000|+0.000|+1.094|
031:+1.088|+1.090|+0.000|-0.000|+0.000|+0.000|+1.090|
032:+1.091|+1.076|+0.000|-0.000|+0.000|+0.000|+1.076|
033:+1.088|+1.094|+0.000|+0.000|+0.000|-0.000|+1.093|
034:+1.088|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
035:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.257|
036:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.255|
037:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.252|
038:+1.386|+1.086|+0.000|+0.000|+0.000|+0.000|+1.085|
039:+1.093|+1.079|+0.000|+0.000|+0.000|+0.000|+1.078|
