H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.358|+1.362|+0.000|-0.000|+0.000|+0.000|+1.362|
002:+1.361|+1.360|+0.000|+0.000|+0.000|-0.000|+1.360|
003:+1.360|+1.357|+0.000|+0.000|+0.000|+0.000|+1.357|
004:+1.359|+1.358|+0.000|+0.000|+0.000|-0.000|+1.357|
005:+1.362|+1.358|+0.000|-0.000|+0.000|+0.000|+1.357|
006:+1.363|+1.357|+0.000|-0.000|+0.000|+0.000|+1.356|
007:+1.365|+1.364|+0.000|+0.000|+0.000|-0.000|+1.364|
008:+1.357|+1.361|+0.000|-0.000|+0.000|+0.000|+1.361|
009:+1.361|+1.357|+0.000|+0.000|+0.000|+0.000|+1.357|
010:+1.356|+1.358|+0.000|+0.000|+0.000|-0.000|+1.358|
011:+1.365|+1.358|+0.000|-0.000|+0.000|+0.000|+1.357|
012:+1.360|+1.359|+0.000|+0.000|+0.000|-0.000|+1.358|
013:+1.357|+1.360|+0.000|-0.000|+0.000|+0.000|+1.360|
014:+1.360|+1.362|+0.000|-0.000|+0.000|+0.000|+1.361|
015:+1.361|+1.362|+0.000|+0.000|+0.000|-0.000|+1.361|
016:+1.361|+1.358|+0.000|-0.000|+0.000|+0.000|+1.357|
017:+1.364|+1.355|+0.000|+0.000|+0.000|-0.000|+1.355|
018:+1.357|+1.364|+0.000|+0.000|+0.000|-0.000|+1.364|
019:+1.353|+1.362|+0.000|-0.000|+0.000|+0.000|+1.361|
020:+1.363|+1.359|+0.000|-0.000|+0.000|+0.000|+1.359|
021:+1.361|+1.357|+0.000|+0.000|+0.000|+0.000|+1.357|
022:+1.362|+1.364|+0.000|+0.000|+0.000|+0.000|+1.364|
023:+1.358|+1.360|+0.000|+0.000|+0.000|-0.000|+1.360|
024:+1.363|+1.359|+0.000|+0.000|+0.000|+0.000|+1.359|
025:+1.359|+1.359|+0.000|+0.000|+0.000|-0.000|+1.359|
026:+1.359|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.385|
028:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
029:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.384|
030:+1.386|+1.357|+0.000|-0.000|-0.000|+0.000|+1.357|
031:+1.362|+1.358|+0.000|+0.000|+0.000|-0.000|+1.358|
032:+1.361|+1.363|+0.000|-0.000|+0.000|+0.000|+1.362|
033:+1.358|+1.361|+0.000|-0.000|+0.000|+0.000|+1.361|
034:+1.359|+1.386|+0.000|-0.000|-0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.384|
036:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.384|
037:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.384|
038:+1.386|+1.361|+0.000|+0.000|+0.000|-0.000|+1.361|
039:+1.359|+1.360|+0.000|+0.000|+0.000|+0.000|+1.359|
