H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.158|+1.160|+0.000|+0.000|+0.000|-0.000|+1.160|
002:+1.152|+1.159|+0.000|+0.000|+0.000|-0.000|+1.158|
003:+1.149|+1.156|+0.000|+0.000|+0.000|-0.000|+1.156|
004:+1.153|+1.149|+0.000|-0.000|+0.000|+0.000|+1.149|
005:+1.155|+1.152|+0.000|-0.000|+0.000|+0.000|+1.151|
006:+1.152|+1.148|+0.000|-0.000|+0.000|+0.000|+1.147|
007:+1.147|+1.154|+0.000|+0.000|+0.000|-0.000|+1.154|
008:+1.154|+1.159|+0.000|+0.000|+0.000|-0.000|+1.159|
009:+1.152|+1.157|+0.000|+0.000|+0.000|-0.000|+1.157|
010:+1.154|+1.152|+0.000|-0.000|+0.000|+0.000|+1.151|
011:+1.156|+1.150|+0.000|+0.000|+0.000|-0.000|+1.149|
012:+1.158|+1.155|+0.000|+0.000|+0.000|-0.000|+1.154|
013:+1.160|+1.159|+0.000|+0.000|+0.000|+0.000|+1.158|
014:+1.158|+1.151|+0.000|-0.000|+0.000|+0.000|+1.150|
015:+1.155|+1.153|+0.000|+0.000|+0.000|-0.000|+1.152|
016:+1.155|+1.149|+0.000|-0.000|+0.000|+0.000|+1.148|
017:+1.155|+1.155|+0.000|+0.000|+0.000|-0.000|+1.155|
018:+1.156|+1.156|+0.000|+0.000|+0.000|-0.000|+1.156|
019:+1.160|+1.156|+0.000|-0.000|+0.000|+0.000|+1.156|
020:+1.149|+1.155|+0.000|+0.000|+0.000|+0.000|+1.155|
021:+1.160|+1.154|+0.000|+0.000|+0.000|+0.000|+1.154|
022:+1.156|+1.149|+0.000|+0.000|+0.000|-0.000|+1.149|
023:+1.153|+1.145|+0.000|+0.000|+0.000|-0.000|+1.144|
024:+1.157|+1.161|+0.000|+0.000|+0.000|-0.000|+1.160|
025:+1.147|+1.161|+0.000|+0.000|+0.000|+0.000|+1.160|
026:+1.153|+1.386|+0.000|+0.000|-0.000|-0.000|+1.385|
027:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.297|
028:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.298|
029:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.298|
030:+1.386|+1.155|+0.000|-0.000|-0.000|+0.000|+1.154|
031:+1.147|+1.156|+0.000|+0.000|+0.000|+0.000|+1.155|
032:+1.154|+1.153|+0.000|+0.000|+0.000|-0.000|+1.153|
033:+1.150|+1.144|+0.000|-0.000|-0.000|+0.000|+1.144|
034:+1.150|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
035:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.303|
036:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.293|
037:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.300|
038:+1.386|+1.151|+0.000|-0.000|+0.000|+0.000|+1.150|
039:+1.155|+1.155|+0.000|+0.000|+0.000|-0.000|+1.154|
