H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.310|+1.306|+0.000|+0.000|+0.000|-0.000|+1.305|
002:+1.302|+1.298|+0.000|+0.000|+0.000|-0.000|+1.298|
003:+1.303|+1.307|+0.000|-0.000|+0.000|+0.000|+1.306|
004:+1.299|+1.307|+0.000|+0.000|+0.000|-0.000|+1.306|
005:+1.301|+1.310|+0.000|+0.000|+0.000|-0.000|+1.309|
006:+1.301|+1.306|+0.000|-0.000|+0.000|+0.000|+1.306|
007:+1.304|+1.301|+0.000|-0.000|+0.000|+0.000|+1.300|
008:+1.302|+1.300|+0.000|-0.000|+0.000|+0.000|+1.300|
009:+1.304|+1.303|+0.000|+0.000|+0.000|+0.000|+1.302|
010:+1.303|+1.302|+0.000|-0.000|+0.000|+0.000|+1.301|
011:+1.305|+1.302|+0.000|-0.000|+0.000|+0.000|+1.301|
012:+1.298|+1.300|+0.000|+0.000|+0.000|+0.000|+1.300|
013:+1.298|+1.306|+0.000|+0.000|+0.000|-0.000|+1.305|
014:+1.308|+1.304|+0.000|-0.000|+0.000|+0.000|+1.304|
015:+1.299|+1.301|+0.000|-0.000|+0.000|+0.000|+1.301|
016:+1.303|+1.303|+0.000|+0.000|+0.000|-0.000|+1.303|
017:+1.302|+1.305|+0.000|-0.000|+0.000|+0.000|+1.304|
018:+1.306|+1.310|+0.000|-0.000|+0.000|+0.000|+1.309|
019:+1.304|+1.301|+0.000|-0.000|+0.000|+0.000|+1.300|
020:+1.304|+1.299|+0.000|+0.000|+0.000|-0.000|+1.299|
021:+1.298|+1.303|+0.000|-0.000|+0.000|+0.000|+1.303|
022:+1.302|+1.298|+0.000|+0.000|+0.000|+0.000|+1.297|
023:+1.301|+1.300|+0.000|+0.000|+0.000|-0.000|+1.300|
024:+1.304|+1.303|+0.000|+0.000|+0.000|-0.000|+1.302|
025:+1.308|+1.304|+0.000|-0.000|+0.000|+0.000|+1.303|
026:+1.305|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.375|
028:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.375|
029:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.372|
030:+1.386|+1.301|+0.000|+0.000|+0.000|+0.000|+1.301|
031:+1.306|+1.308|+0.000|-0.000|+0.000|+0.000|+1.307|
032:+1.305|+1.299|+0.000|+0.000|+0.000|+0.000|+1.298|
033:+1.302|+1.302|+0.000|+0.000|+0.000|-0.000|+1.302|
034:+1.305|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.372|
036:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.374|
037:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.377|
038:+1.386|+1.303|+0.000|-0.000|+0.000|+0.000|+1.302|
039:+1.301|+1.302|+0.000|+0.000|+0.000|-0.000|+1.301|
