H0|H0'|E|1|1_p1|1_p2|partial1|
001:+0.693|+0.679|+0.000|+0.456|+0.456|+0.000|+0.679|
002:+0.680|+0.680|+0.000|+0.465|+0.465|-0.000|+0.680|
003:+0.681|+0.680|+0.000|+0.476|+0.476|+0.000|+0.680|
004:+0.677|+0.682|+0.000|+0.466|+0.466|+0.000|+0.682|
005:+0.679|+0.680|+0.000|+0.464|+0.464|-0.000|+0.680|
006:+0.680|+0.657|+0.000|+0.439|+0.439|-0.000|+0.657|
007:+0.659|+0.654|+0.000|+0.436|+0.436|+0.000|+0.654|
008:+0.662|+0.657|+0.000|+0.447|+0.447|+0.000|+0.657|
009:+0.660|+0.659|+0.000|+0.432|+0.432|+0.000|+0.659|
010:+0.659|+0.659|+0.000|+0.456|+0.456|+0.000|+0.659|
011:+0.658|+0.642|+0.000|+0.436|+0.436|+0.000|+0.642|
012:+0.641|+0.643|+0.000|+0.434|+0.434|+0.000|+0.643|
013:+0.644|+0.638|+0.000|+0.435|+0.435|+0.000|+0.638|
014:+0.637|+0.640|+0.000|+0.434|+0.434|+0.000|+0.640|
015:+0.640|+0.638|+0.000|+0.424|+0.424|+0.000|+0.638|
016:+0.641|+0.626|+0.000|+0.426|+0.426|+0.000|+0.626|
017:+0.629|+0.630|+0.000|+0.422|+0.422|+0.000|+0.629|
018:+0.632|+0.626|+0.000|+0.434|+0.434|+0.000|+0.626|
019:+0.622|+0.627|+0.000|+0.428|+0.428|-0.000|+0.627|
020:+0.626|+0.629|+0.000|+0.413|+0.413|+0.000|+0.629|
021:+0.625|+0.620|+0.000|+0.423|+0.423|-0.000|+0.619|
022:+0.615|+0.616|+0.000|+0.422|+0.422|+0.000|+0.616|
023:+0.617|+0.609|+0.000|+0.415|+0.415|+0.000|+0.609|
024:+0.622|+0.617|+0.000|+0.433|+0.433|+0.000|+0.617|
025:+0.621|+0.615|+0.000|+0.429|+0.429|+0.000|+0.615|
026:+0.620|+0.413|+0.000|+0.206|+0.206|+0.000|+0.413|
027:+0.420|+0.425|+0.000|+0.208|+0.208|+0.000|+0.425|
028:+0.428|+0.426|+0.000|+0.209|+0.209|+0.000|+0.426|
029:+0.422|+0.419|+0.000|+0.209|+0.209|-0.000|+0.419|
030:+0.428|+0.414|+0.000|+0.199|+0.199|+0.000|+0.414|
031:+0.419|+0.333|+0.000|+0.197|+0.197|+0.000|+0.333|
032:+0.338|+0.325|+0.000|+0.190|+0.190|+0.000|+0.325|
033:+0.324|+0.326|+0.000|+0.191|+0.191|+0.000|+0.326|
034:+0.323|+0.332|+0.000|+0.187|+0.187|+0.000|+0.332|
035:+0.314|+0.306|+0.000|+0.177|+0.177|+0.000|+0.306|
036:+0.328|+0.291|+0.000|+0.176|+0.176|+0.000|+0.291|
037:+0.292|+0.296|+0.000|+0.187|+0.187|+0.000|+0.296|
038:+0.310|+0.283|+0.000|+0.179|+0.179|+0.000|+0.283|
039:+0.291|+0.292|+0.000|+0.181|+0.181|+0.000|+0.292|
