MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.002|+0.005|+0.431|+0.664|+0.012|-0.210|-0.084|+0.005|+0.005|+0.019|+0.001|-0.072|-0.076|+1.603|+0.943|-0.066|-0.068|+0.016|+1.092|+1.514|
002:+0.019|+0.006|+0.439|+0.584|+0.017|-0.117|-0.077|-0.038|+0.020|+0.009|-0.017|-0.035|-0.044|+1.519|+0.949|-0.061|-0.050|+0.016|+1.020|+1.437|
003:+0.045|+0.007|+0.424|+0.537|+0.013|-0.107|-0.041|-0.025|+0.015|+0.012|+0.003|-0.008|-0.029|+1.443|+0.910|-0.041|-0.041|-0.000|+0.985|+1.393|
004:+0.046|+0.006|+0.401|+0.521|+0.013|-0.111|-0.024|-0.034|+0.030|+0.017|-0.006|-0.001|+0.006|+1.402|+0.885|-0.026|-0.028|+0.002|+0.976|+1.365|
005:+0.054|+0.006|+0.402|+0.525|+0.013|-0.121|-0.005|-0.009|-0.004|+0.021|-0.002|+0.010|+0.005|+1.378|+0.851|+0.004|-0.011|-0.004|+0.975|+1.371|
006:+0.047|+0.005|+0.407|+0.541|+0.013|-0.131|+0.021|-0.009|+0.019|-0.011|+0.008|+0.008|+0.012|+1.373|+0.842|-0.000|+0.010|-0.005|+0.986|+1.376|
007:+0.037|+0.005|+0.401|+0.549|+0.011|-0.139|-0.001|-0.005|+0.000|+0.022|-0.011|+0.017|+0.019|+1.394|+0.834|+0.019|-0.001|+0.002|+0.994|+1.388|
008:+0.042|+0.005|+0.416|+0.564|+0.014|-0.148|+0.017|+0.015|-0.003|-0.007|+0.015|+0.002|+0.008|+1.393|+0.829|+0.019|+0.021|-0.008|+1.011|+1.407|
009:+0.033|+0.007|+0.412|+0.574|+0.013|-0.151|+0.008|+0.003|-0.017|-0.005|-0.010|-0.008|+0.006|+1.410|+0.844|+0.016|+0.014|+0.006|+1.013|+1.414|
010:+0.039|+0.004|+0.430|+0.586|+0.015|-0.149|+0.019|+0.006|+0.012|-0.013|+0.010|+0.010|-0.001|+1.419|+0.846|-0.001|+0.009|-0.004|+1.006|+1.420|
011:+0.034|+0.005|+0.417|+0.578|+0.015|-0.145|-0.007|+0.016|-0.018|+0.006|-0.007|+0.007|-0.001|+1.438|+0.852|+0.011|-0.005|+0.007|+1.015|+1.419|
012:+0.035|+0.005|+0.414|+0.572|+0.015|-0.148|+0.009|-0.010|-0.003|-0.007|+0.003|-0.014|-0.003|+1.430|+0.867|-0.007|+0.001|-0.000|+1.022|+1.418|
013:+0.035|+0.006|+0.427|+0.582|+0.013|-0.146|-0.005|+0.001|+0.007|-0.000|-0.001|+0.002|+0.006|+1.439|+0.857|-0.010|-0.006|+0.002|+1.009|+1.415|
014:+0.033|+0.005|+0.420|+0.579|+0.012|-0.150|-0.008|-0.010|+0.007|+0.009|-0.005|+0.002|+0.003|+1.433|+0.859|-0.003|-0.006|+0.001|+1.011|+1.420|
015:+0.040|+0.007|+0.427|+0.581|+0.013|-0.152|+0.002|+0.015|+0.000|-0.004|+0.005|-0.001|-0.001|+1.426|+0.848|+0.004|+0.003|-0.004|+1.012|+1.423|
016:+0.034|+0.006|+0.419|+0.571|+0.014|-0.142|+0.006|-0.010|-0.011|-0.001|+0.004|+0.001|-0.005|+1.428|+0.863|+0.004|-0.002|+0.001|+1.012|+1.422|
017:+0.036|+0.005|+0.419|+0.587|+0.012|-0.157|-0.008|+0.001|+0.001|-0.000|-0.010|+0.003|-0.003|+1.435|+0.853|-0.007|-0.003|+0.005|+1.013|+1.417|
018:+0.039|+0.006|+0.420|+0.575|+0.015|-0.152|-0.001|-0.003|+0.003|-0.001|+0.007|-0.008|+0.003|+1.427|+0.854|-0.006|-0.003|-0.005|+1.016|+1.413|
019:+0.036|+0.007|+0.420|+0.584|+0.014|-0.156|+0.001|+0.001|+0.006|+0.006|-0.002|+0.003|+0.006|+1.426|+0.851|-0.003|-0.003|+0.001|+1.008|+1.416|
020:+0.035|+0.005|+0.425|+0.581|+0.014|-0.148|-0.003|+0.009|-0.017|+0.001|-0.001|-0.001|-0.011|+1.427|+0.852|+0.003|+0.003|-0.001|+1.011|+1.423|
021:+0.035|+0.007|+0.426|+0.578|+0.015|-0.146|-0.007|-0.008|+0.010|+0.005|-0.003|-0.007|+0.007|+1.424|+0.861|-0.014|+0.004|-0.002|+1.010|+1.412|
022:+0.036|+0.006|+0.433|+0.579|+0.014|-0.143|+0.001|+0.002|+0.000|-0.001|+0.005|+0.011|-0.008|+1.417|+0.853|-0.004|+0.009|-0.005|+1.003|+1.419|
023:+0.041|+0.005|+0.417|+0.576|+0.016|-0.149|+0.000|-0.009|+0.006|-0.011|-0.006|-0.017|+0.002|+1.418|+0.855|-0.004|+0.008|+0.000|+1.014|+1.411|
024:+0.043|+0.007|+0.430|+0.572|+0.013|-0.142|+0.005|+0.010|+0.009|+0.004|+0.010|+0.007|+0.005|+1.418|+0.846|+0.002|-0.003|-0.006|+0.998|+1.413|
025:+0.035|+0.005|+0.420|+0.569|+0.014|-0.136|+0.007|+0.002|-0.013|-0.009|-0.014|+0.012|+0.006|+1.423|+0.857|+0.011|+0.000|+0.004|+1.005|+1.418|
026:+0.041|+0.005|+0.419|+0.572|+0.013|-0.153|+0.000|+0.004|-0.004|-0.000|+0.011|-0.012|-0.007|+1.430|+0.859|-0.002|-0.008|-0.009|+1.017|+1.424|
027:+0.036|+0.006|+0.422|+0.577|+0.014|-0.146|-0.010|-0.014|-0.012|+0.016|-0.000|+0.002|-0.024|+1.430|+0.862|-0.006|-0.009|+0.002|+1.005|+1.417|
028:+0.041|+0.005|+0.424|+0.581|+0.018|-0.142|+0.001|-0.002|+0.017|-0.022|-0.005|-0.007|-0.003|+1.420|+0.849|-0.018|+0.007|+0.002|+1.006|+1.392|
029:+0.043|+0.005|+0.414|+0.554|+0.013|-0.135|-0.014|+0.017|+0.003|+0.007|+0.005|-0.002|+0.006|+1.421|+0.846|-0.000|-0.016|-0.003|+1.000|+1.390|
030:+0.034|+0.004|+0.403|+0.545|+0.014|-0.130|-0.013|-0.010|+0.001|+0.002|-0.007|-0.002|-0.005|+1.407|+0.864|+0.003|-0.009|+0.002|+0.997|+1.396|
031:+0.041|+0.005|+0.403|+0.539|+0.011|-0.135|-0.011|-0.003|-0.010|+0.014|-0.001|-0.004|+0.001|+1.394|+0.854|+0.004|-0.006|-0.005|+0.995|+1.391|
032:+0.043|+0.005|+0.411|+0.552|+0.012|-0.141|+0.008|+0.003|+0.014|-0.009|+0.001|-0.003|+0.009|+1.383|+0.851|-0.006|+0.007|-0.006|+0.991|+1.391|
033:+0.041|+0.004|+0.410|+0.545|+0.012|-0.131|+0.000|+0.007|+0.003|-0.009|+0.007|-0.002|-0.001|+1.391|+0.855|+0.008|-0.002|-0.005|+0.988|+1.400|
034:+0.034|+0.007|+0.400|+0.542|+0.014|-0.134|+0.013|-0.011|-0.002|+0.003|-0.003|+0.018|-0.008|+1.392|+0.861|+0.011|-0.011|+0.002|+0.986|+1.399|
035:+0.038|+0.004|+0.397|+0.544|+0.013|-0.139|-0.005|+0.011|-0.010|+0.008|+0.002|-0.004|+0.002|+1.405|+0.850|+0.009|-0.008|-0.001|+1.005|+1.391|
