MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.001|+0.004|+0.436|+0.667|+0.010|-0.206|-0.077|+0.013|+0.013|-0.003|+0.003|-0.068|-0.081|+1.604|+0.941|-0.063|-0.068|+0.018|+1.087|+1.517|
002:+0.016|+0.004|+0.421|+0.569|+0.017|-0.114|-0.082|-0.047|+0.013|+0.032|-0.009|-0.035|-0.050|+1.527|+0.955|-0.050|-0.071|+0.021|+1.018|+1.436|
003:+0.037|+0.006|+0.417|+0.542|+0.014|-0.105|-0.042|-0.034|+0.014|+0.006|-0.019|-0.015|-0.017|+1.445|+0.907|-0.037|-0.039|+0.012|+0.983|+1.386|
004:+0.053|+0.006|+0.414|+0.526|+0.013|-0.111|-0.026|-0.019|+0.018|+0.037|+0.007|+0.005|+0.001|+1.403|+0.873|-0.023|-0.033|-0.007|+0.968|+1.369|
005:+0.050|+0.006|+0.411|+0.534|+0.012|-0.116|+0.004|-0.022|+0.024|+0.002|-0.003|+0.016|+0.013|+1.376|+0.854|-0.005|+0.003|+0.000|+0.974|+1.371|
006:+0.044|+0.007|+0.407|+0.544|+0.015|-0.133|+0.006|+0.003|-0.001|+0.003|+0.003|+0.001|+0.013|+1.381|+0.832|+0.019|+0.006|-0.003|+0.989|+1.383|
007:+0.040|+0.005|+0.409|+0.555|+0.011|-0.140|+0.011|-0.001|+0.005|+0.006|-0.003|+0.020|+0.013|+1.386|+0.834|+0.018|+0.008|+0.000|+0.991|+1.396|
008:+0.038|+0.006|+0.410|+0.565|+0.014|-0.149|+0.020|+0.013|-0.013|-0.004|+0.002|+0.002|+0.018|+1.398|+0.834|+0.023|+0.014|-0.003|+1.011|+1.410|
009:+0.036|+0.005|+0.422|+0.583|+0.013|-0.154|+0.011|+0.008|+0.003|-0.018|+0.005|+0.006|-0.004|+1.418|+0.847|+0.009|+0.010|-0.001|+1.013|+1.427|
010:+0.036|+0.006|+0.406|+0.573|+0.013|-0.156|+0.009|+0.006|-0.017|+0.004|+0.002|-0.003|-0.005|+1.429|+0.855|+0.012|-0.007|+0.004|+1.018|+1.423|
011:+0.033|+0.006|+0.420|+0.584|+0.016|-0.148|+0.003|-0.006|+0.011|-0.005|-0.006|+0.000|+0.011|+1.438|+0.861|-0.005|-0.003|+0.006|+1.015|+1.418|
012:+0.036|+0.005|+0.423|+0.581|+0.013|-0.151|-0.014|+0.002|-0.012|+0.004|-0.002|-0.009|-0.012|+1.440|+0.855|+0.005|-0.008|-0.000|+1.015|+1.429|
013:+0.037|+0.005|+0.423|+0.577|+0.012|-0.149|+0.004|-0.001|+0.011|+0.003|+0.006|+0.008|+0.003|+1.426|+0.856|-0.007|-0.004|-0.002|+1.006|+1.416|
014:+0.034|+0.005|+0.416|+0.576|+0.012|-0.149|-0.003|+0.004|-0.010|-0.002|-0.003|+0.000|-0.009|+1.430|+0.856|+0.004|-0.001|+0.004|+1.014|+1.419|
015:+0.037|+0.006|+0.414|+0.571|+0.013|-0.149|-0.005|-0.016|+0.014|+0.006|-0.002|-0.001|+0.008|+1.427|+0.860|-0.007|-0.003|+0.001|+1.014|+1.410|
016:+0.037|+0.004|+0.417|+0.579|+0.013|-0.154|-0.005|+0.013|-0.019|+0.010|+0.002|+0.001|-0.011|+1.421|+0.844|+0.008|+0.003|-0.001|+1.013|+1.418|
017:+0.040|+0.006|+0.421|+0.577|+0.015|-0.147|+0.007|-0.004|+0.022|-0.016|-0.003|+0.004|+0.016|+1.417|+0.857|-0.011|+0.013|+0.000|+1.015|+1.408|
018:+0.037|+0.005|+0.409|+0.570|+0.012|-0.156|+0.001|-0.004|-0.005|+0.004|+0.004|-0.010|-0.009|+1.424|+0.852|+0.011|-0.003|-0.003|+1.019|+1.423|
019:+0.040|+0.005|+0.419|+0.576|+0.014|-0.146|-0.005|+0.000|-0.006|+0.004|-0.003|-0.007|+0.001|+1.424|+0.849|+0.005|+0.001|+0.002|+1.008|+1.415|
020:+0.037|+0.006|+0.430|+0.579|+0.013|-0.143|+0.001|+0.003|+0.000|-0.007|-0.001|+0.003|+0.001|+1.419|+0.849|-0.001|+0.005|-0.001|+1.001|+1.415|
021:+0.039|+0.007|+0.421|+0.576|+0.013|-0.150|+0.004|+0.003|+0.007|+0.006|+0.004|+0.009|+0.005|+1.420|+0.851|-0.000|-0.002|-0.002|+1.005|+1.416|
022:+0.037|+0.005|+0.416|+0.578|+0.016|-0.149|+0.004|-0.006|-0.000|-0.012|-0.003|+0.003|-0.007|+1.424|+0.854|+0.006|+0.003|+0.002|+1.014|+1.421|
023:+0.041|+0.006|+0.409|+0.575|+0.015|-0.156|-0.006|+0.013|-0.011|+0.013|+0.001|-0.004|-0.002|+1.428|+0.848|+0.006|-0.009|-0.001|+1.016|+1.415|
024:+0.035|+0.006|+0.419|+0.570|+0.014|-0.143|+0.004|-0.005|+0.005|-0.006|+0.004|-0.003|-0.001|+1.421|+0.861|-0.005|+0.004|+0.000|+1.012|+1.413|
025:+0.032|+0.006|+0.417|+0.574|+0.015|-0.144|+0.003|+0.350|+0.002|+0.068|-0.030|+0.342|+0.033|+1.425|+0.857|+0.000|-0.002|+0.004|+1.009|+1.412|
026:+0.041|+0.005|+0.174|+0.219|+0.008|-0.067|+0.094|+0.022|+0.001|-0.066|+0.025|+0.007|+0.001|+1.429|+1.206|+0.002|+0.066|-0.026|+1.351|+1.445|
027:+0.019|+0.004|+0.169|+0.222|+0.007|-0.049|+0.004|-0.001|-0.004|-0.008|+0.002|-0.003|-0.008|+1.523|+1.228|+0.003|-0.000|-0.001|+1.359|+1.446|
028:+0.016|+0.006|+0.169|+0.220|+0.006|-0.050|-0.005|+0.009|-0.002|+0.001|-0.001|+0.007|+0.001|+1.527|+1.227|-0.001|-0.008|+0.001|+1.355|+1.438|
029:+0.017|+0.006|+0.159|+0.213|+0.008|-0.053|-0.001|-0.006|-0.011|+0.015|+0.003|+0.005|-0.010|+1.522|+1.236|-0.003|-0.007|-0.000|+1.362|+1.438|
030:+0.018|+0.004|+0.163|+0.222|+0.007|-0.054|-0.000|-0.011|+0.006|-0.008|-0.003|-0.008|-0.008|+1.520|+1.230|-0.014|+0.008|+0.002|+1.368|+1.429|
031:+0.017|+0.005|+0.166|+0.217|+0.008|-0.048|+0.003|+0.006|+0.003|-0.007|+0.001|+0.002|+0.006|+1.520|+1.219|-0.007|+0.000|-0.001|+1.360|+1.420|
032:+0.017|+0.005|+0.160|+0.213|+0.007|-0.052|+0.002|-0.004|+0.001|-0.003|+0.001|-0.004|-0.003|+1.523|+1.225|-0.005|-0.007|+0.000|+1.362|+1.427|
033:+0.017|+0.005|+0.162|+0.215|+0.006|-0.051|-0.004|-0.001|-0.007|+0.012|-0.001|-0.003|-0.003|+1.525|+1.221|-0.004|-0.010|+0.001|+1.358|+1.424|
034:+0.016|+0.004|+0.172|+0.221|+0.007|-0.045|-0.003|-0.002|+0.020|+0.001|+0.002|+0.006|+0.008|+1.521|+1.219|-0.011|+0.002|+0.000|+1.355|+1.421|
035:+0.014|+0.005|+0.162|+0.213|+0.007|-0.046|+0.007|+0.001|-0.011|-0.005|-0.000|-0.003|-0.005|+1.518|+1.217|+0.009|+0.003|+0.003|+1.361|+1.429|
036:+0.014|+0.003|+0.166|+0.217|+0.007|-0.045|-0.005|-0.004|-0.002|+0.005|-0.005|-0.005|+0.004|+1.525|+1.218|-0.002|-0.002|+0.002|+1.359|+1.424|
037:+0.016|+0.005|+0.177|+0.223|+0.007|-0.046|+0.010|+0.004|+0.005|-0.014|+0.002|+0.007|-0.003|+1.520|+1.214|-0.004|+0.003|-0.002|+1.354|+1.428|
038:+0.016|+0.004|+0.162|+0.212|+0.006|-0.048|-0.013|-0.003|+0.006|+0.007|-0.001|-0.004|+0.007|+1.530|+1.217|+0.001|-0.011|-0.000|+1.361|+1.424|
039:+0.019|+0.005|+0.162|+0.214|+0.006|-0.052|+0.009|+0.006|+0.003|+0.001|-0.002|+0.010|+0.010|+1.517|+1.215|+0.008|-0.004|-0.001|+1.357|+1.432|
