MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.001|+0.004|+0.445|+0.668|+0.010|-0.203|-0.076|+0.011|+0.015|-0.003|+0.007|-0.060|-0.080|+1.605|+0.940|-0.068|-0.060|+0.015|+1.089|+1.516|
002:+0.019|+0.005|+0.420|+0.578|+0.018|-0.123|-0.091|-0.045|+0.028|+0.026|-0.013|-0.052|-0.042|+1.529|+0.951|-0.053|-0.063|+0.022|+1.029|+1.436|
003:+0.040|+0.008|+0.423|+0.538|+0.016|-0.098|-0.047|-0.023|+0.009|+0.021|-0.012|-0.000|-0.019|+1.438|+0.906|-0.025|-0.037|+0.008|+0.977|+1.394|
004:+0.050|+0.006|+0.408|+0.518|+0.013|-0.106|-0.006|-0.023|+0.013|+0.006|+0.005|+0.005|-0.005|+1.391|+0.882|-0.015|-0.016|-0.004|+0.977|+1.376|
005:+0.045|+0.006|+0.398|+0.527|+0.012|-0.122|-0.003|-0.012|+0.004|+0.020|-0.006|+0.009|+0.019|+1.385|+0.859|-0.002|-0.010|+0.001|+0.982|+1.371|
006:+0.043|+0.004|+0.410|+0.546|+0.010|-0.134|+0.004|-0.001|+0.017|-0.008|+0.004|+0.006|+0.008|+1.382|+0.847|+0.002|+0.010|-0.005|+0.991|+1.389|
007:+0.037|+0.007|+0.400|+0.547|+0.016|-0.140|+0.016|-0.009|+0.003|+0.007|-0.004|+0.013|+0.017|+1.387|+0.846|+0.019|+0.002|-0.001|+0.997|+1.397|
008:+0.041|+0.005|+0.412|+0.565|+0.016|-0.148|+0.005|+0.001|-0.010|+0.009|+0.000|+0.003|+0.011|+1.403|+0.838|+0.022|+0.008|-0.005|+1.010|+1.414|
009:+0.041|+0.007|+0.424|+0.584|+0.014|-0.158|+0.029|+0.018|-0.002|-0.025|+0.008|+0.003|+0.000|+1.408|+0.838|+0.012|+0.018|-0.005|+1.013|+1.425|
010:+0.034|+0.007|+0.417|+0.577|+0.015|-0.148|-0.011|-0.009|-0.008|+0.011|-0.008|+0.004|-0.008|+1.437|+0.856|+0.010|-0.007|+0.003|+1.017|+1.426|
011:+0.041|+0.005|+0.419|+0.579|+0.016|-0.154|+0.007|+0.007|-0.008|-0.008|+0.006|-0.018|+0.005|+1.426|+0.847|+0.002|+0.004|-0.005|+1.021|+1.418|
012:+0.037|+0.004|+0.429|+0.585|+0.010|-0.150|-0.008|+0.006|+0.002|+0.007|-0.005|+0.011|-0.003|+1.433|+0.854|-0.006|-0.005|+0.001|+1.003|+1.423|
013:+0.040|+0.005|+0.422|+0.573|+0.013|-0.146|+0.001|-0.007|-0.002|+0.010|+0.005|-0.000|-0.000|+1.425|+0.860|-0.004|+0.002|-0.004|+1.014|+1.420|
014:+0.037|+0.005|+0.429|+0.586|+0.012|-0.148|+0.000|-0.001|+0.001|-0.014|+0.001|-0.009|-0.006|+1.427|+0.853|-0.005|+0.013|+0.001|+1.014|+1.419|
015:+0.040|+0.005|+0.423|+0.581|+0.012|-0.148|-0.001|+0.008|+0.003|+0.004|+0.002|+0.012|+0.003|+1.427|+0.851|-0.004|-0.001|+0.003|+1.005|+1.413|
016:+0.036|+0.004|+0.412|+0.578|+0.015|-0.151|+0.004|-0.002|+0.003|-0.012|-0.006|-0.005|+0.001|+1.426|+0.860|-0.001|+0.003|+0.004|+1.017|+1.417|
017:+0.037|+0.006|+0.417|+0.572|+0.015|-0.148|-0.017|+0.004|-0.002|+0.009|-0.002|-0.010|-0.000|+1.430|+0.858|+0.001|-0.009|-0.002|+1.011|+1.418|
018:+0.039|+0.006|+0.422|+0.569|+0.016|-0.142|+0.008|-0.006|-0.003|+0.012|+0.003|+0.011|+0.002|+1.412|+0.861|-0.001|+0.000|-0.004|+1.001|+1.418|
019:+0.036|+0.005|+0.428|+0.580|+0.013|-0.146|+0.024|-0.002|+0.003|-0.021|+0.010|-0.005|-0.002|+1.420|+0.855|-0.004|+0.013|-0.001|+1.012|+1.419|
020:+0.034|+0.005|+0.426|+0.589|+0.015|-0.145|-0.016|-0.001|-0.001|+0.012|-0.007|+0.017|-0.005|+1.444|+0.853|-0.001|-0.008|+0.009|+1.007|+1.417|
021:+0.038|+0.005|+0.411|+0.576|+0.013|-0.155|-0.004|+0.005|+0.003|-0.005|+0.005|-0.022|+0.007|+1.429|+0.853|-0.002|+0.004|+0.001|+1.024|+1.412|
022:+0.036|+0.005|+0.420|+0.580|+0.014|-0.146|+0.004|-0.008|+0.010|-0.003|-0.008|+0.012|+0.009|+1.424|+0.857|+0.001|-0.001|+0.006|+1.003|+1.419|
023:+0.038|+0.005|+0.417|+0.576|+0.010|-0.155|+0.003|+0.012|-0.009|-0.003|+0.003|+0.008|-0.008|+1.429|+0.849|+0.011|-0.004|-0.002|+1.014|+1.428|
024:+0.036|+0.005|+0.407|+0.570|+0.012|-0.154|-0.010|+0.004|-0.002|+0.006|-0.004|+0.001|-0.002|+1.432|+0.861|+0.002|-0.007|+0.001|+1.022|+1.420|
025:+0.036|+0.005|+0.406|+0.563|+0.014|-0.150|+0.008|-0.008|+0.065|-0.001|-0.034|-0.012|+0.114|+1.422|+0.865|+0.001|-0.001|-0.003|+1.023|+1.418|
026:+0.038|+0.005|+0.459|+0.578|+0.006|-0.154|+0.034|+0.079|-0.067|+0.007|+0.038|+0.025|+0.001|+1.430|+0.857|+0.066|-0.002|-0.037|+1.011|+1.532|
027:+0.001|+0.004|+0.436|+0.605|+0.005|-0.166|+0.001|+0.001|+0.002|-0.016|-0.001|-0.024|+0.003|+1.464|+0.936|-0.001|+0.005|+0.001|+1.035|+1.534|
028:+0.002|+0.005|+0.448|+0.602|+0.004|-0.155|+0.008|-0.007|-0.000|+0.006|-0.000|+0.006|-0.000|+1.465|+0.937|+0.002|-0.011|-0.000|+1.011|+1.536|
029:+0.002|+0.004|+0.455|+0.610|+0.005|-0.154|-0.013|+0.003|-0.006|+0.014|-0.000|+0.001|+0.001|+1.473|+0.930|+0.001|-0.005|-0.000|+1.017|+1.536|
030:+0.002|+0.004|+0.456|+0.613|+0.005|-0.157|+0.004|+0.002|+0.007|-0.007|-0.000|+0.001|+0.002|+1.459|+0.933|-0.005|+0.009|-0.001|+1.018|+1.537|
031:+0.002|+0.004|+0.451|+0.606|+0.005|-0.154|+0.008|-0.012|+0.004|-0.013|-0.000|-0.009|-0.003|+1.463|+0.935|+0.002|+0.002|-0.001|+1.018|+1.539|
032:+0.002|+0.004|+0.454|+0.610|+0.004|-0.156|-0.015|+0.007|-0.001|+0.017|+0.002|+0.005|-0.003|+1.471|+0.924|+0.006|-0.012|-0.001|+1.010|+1.536|
033:+0.002|+0.004|+0.450|+0.605|+0.006|-0.152|-0.001|+0.009|-0.009|+0.001|-0.001|+0.009|+0.001|+1.456|+0.930|+0.004|+0.006|+0.001|+1.015|+1.533|
