H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.205|+1.207|+0.000|-0.000|+0.000|+0.000|+1.206|
002:+1.200|+1.199|+0.000|-0.000|+0.000|+0.000|+1.199|
003:+1.204|+1.199|+0.000|-0.000|+0.000|+0.000|+1.199|
004:+1.205|+1.200|+0.000|-0.000|+0.000|+0.000|+1.199|
005:+1.202|+1.207|+0.000|+0.000|+0.000|+0.000|+1.207|
006:+1.199|+1.199|+0.000|-0.000|+0.000|+0.000|+1.198|
007:+1.198|+1.196|+0.000|+0.000|+0.000|+0.000|+1.196|
008:+1.208|+1.202|+0.000|+0.000|+0.000|-0.000|+1.202|
009:+1.193|+1.200|+0.000|-0.000|+0.000|+0.000|+1.199|
010:+1.198|+1.201|+0.000|+0.000|+0.000|-0.000|+1.200|
011:+1.199|+1.208|+0.000|+0.000|+0.000|-0.000|+1.208|
012:+1.206|+1.201|+0.000|+0.000|+0.000|-0.000|+1.201|
013:+1.200|+1.201|+0.000|+0.000|+0.000|+0.000|+1.201|
014:+1.206|+1.199|+0.000|-0.000|+0.000|+0.000|+1.198|
015:+1.199|+1.189|+0.000|+0.000|+0.000|+0.000|+1.188|
016:+1.206|+1.195|+0.000|-0.000|+0.000|+0.000|+1.195|
017:+1.193|+1.203|+0.000|-0.000|+0.000|+0.000|+1.202|
018:+1.210|+1.208|+0.000|+0.000|+0.000|-0.000|+1.208|
019:+1.205|+1.200|+0.000|+0.000|+0.000|-0.000|+1.200|
020:+1.205|+1.206|+0.000|-0.000|+0.000|+0.000|+1.206|
021:+1.203|+1.202|+0.000|+0.000|+0.000|-0.000|+1.202|
022:+1.205|+1.200|+0.000|-0.000|+0.000|+0.000|+1.199|
023:+1.201|+1.201|+0.000|+0.000|+0.000|-0.000|+1.200|
024:+1.196|+1.197|+0.000|+0.000|+0.000|-0.000|+1.197|
025:+1.200|+1.199|+0.000|+0.000|+0.000|-0.000|+1.198|
026:+1.200|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.331|
028:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.333|
029:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.336|
030:+1.386|+1.192|+0.000|-0.000|-0.000|+0.000|+1.191|
031:+1.210|+1.202|+0.000|-0.000|+0.000|+0.000|+1.201|
032:+1.199|+1.194|+0.000|+0.000|-0.000|-0.000|+1.194|
033:+1.206|+1.207|+0.000|-0.000|-0.000|+0.000|+1.207|
034:+1.203|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
035:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.332|
036:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.332|
037:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.331|
038:+1.386|+1.212|+0.000|-0.000|+0.000|+0.000|+1.212|
039:+1.205|+1.196|+0.000|+0.000|+0.000|-0.000|+1.195|
