H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.276|+1.280|+0.000|-0.000|+0.000|+0.000|+1.279|
002:+1.274|+1.275|+0.000|+0.000|+0.000|-0.000|+1.274|
003:+1.274|+1.280|+0.000|-0.000|+0.000|+0.000|+1.279|
004:+1.276|+1.267|+0.000|-0.000|+0.000|+0.000|+1.266|
005:+1.276|+1.268|+0.000|-0.000|+0.000|+0.000|+1.267|
006:+1.271|+1.276|+0.000|+0.000|+0.000|-0.000|+1.275|
007:+1.277|+1.270|+0.000|-0.000|+0.000|+0.000|+1.269|
008:+1.273|+1.277|+0.000|+0.000|+0.000|-0.000|+1.277|
009:+1.274|+1.276|+0.000|+0.000|+0.000|-0.000|+1.276|
010:+1.274|+1.270|+0.000|+0.000|+0.000|-0.000|+1.269|
011:+1.281|+1.278|+0.000|+0.000|+0.000|-0.000|+1.277|
012:+1.275|+1.280|+0.000|-0.000|+0.000|+0.000|+1.280|
013:+1.285|+1.275|+0.000|-0.000|+0.000|+0.000|+1.274|
014:+1.280|+1.270|+0.000|-0.000|+0.000|+0.000|+1.270|
015:+1.277|+1.276|+0.000|-0.000|+0.000|+0.000|+1.276|
016:+1.280|+1.275|+0.000|+0.000|+0.000|-0.000|+1.274|
017:+1.277|+1.274|+0.000|+0.000|+0.000|+0.000|+1.274|
018:+1.281|+1.280|+0.000|-0.000|+0.000|+0.000|+1.280|
019:+1.270|+1.275|+0.000|+0.000|+0.000|-0.000|+1.274|
020:+1.281|+1.275|+0.000|+0.000|+0.000|+0.000|+1.274|
021:+1.282|+1.278|+0.000|+0.000|+0.000|-0.000|+1.277|
022:+1.284|+1.275|+0.000|-0.000|+0.000|+0.000|+1.274|
023:+1.277|+1.273|+0.000|-0.000|+0.000|+0.000|+1.272|
024:+1.276|+1.279|+0.000|-0.000|+0.000|+0.000|+1.279|
025:+1.272|+1.281|+0.000|-0.000|+0.000|+0.000|+1.281|
026:+1.271|+1.386|+0.000|+0.000|-0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.365|
028:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.364|
029:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.366|
030:+1.386|+1.284|+0.000|+0.000|+0.000|-0.000|+1.284|
031:+1.272|+1.277|+0.000|+0.000|-0.000|-0.000|+1.277|
032:+1.273|+1.271|+0.000|-0.000|-0.000|+0.000|+1.271|
033:+1.273|+1.278|+0.000|-0.000|+0.000|+0.000|+1.277|
034:+1.278|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
035:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.365|
036:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.363|
037:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.365|
038:+1.386|+1.273|+0.000|-0.000|+0.000|+0.000|+1.272|
039:+1.275|+1.280|+0.000|+0.000|+0.000|+0.000|+1.279|
