MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.002|+1.082|+1.082|+0.002|+0.000|-0.003|-0.000|-0.003|+0.013|+0.000|+0.000|+0.008|+1.087|+0.000|+0.000|-0.006|-0.000|+0.000|+1.081|
002:+0.000|+0.002|+1.093|+1.093|+0.002|-0.000|+0.004|+0.000|+0.002|-0.006|-0.000|+0.000|-0.000|+1.084|-0.000|-0.002|+0.007|+0.000|+0.000|+1.089|
003:+0.000|+0.002|+1.091|+1.091|+0.002|-0.000|+0.005|+0.000|+0.008|-0.011|-0.000|+0.000|+0.002|+1.088|+0.000|-0.001|+0.002|-0.000|+0.000|+1.089|
004:+0.001|+0.001|+1.084|+1.084|+0.001|-0.000|-0.012|+0.000|-0.011|+0.012|+0.000|+0.000|-0.011|+1.092|+0.000|+0.008|-0.010|-0.000|+0.000|+1.091|
005:+0.001|+0.001|+1.084|+1.084|+0.001|+0.000|+0.010|+0.000|-0.001|-0.002|-0.000|+0.000|+0.007|+1.081|+0.000|-0.004|+0.002|+0.000|+0.000|+1.079|
006:+0.000|+0.002|+1.093|+1.093|+0.002|+0.000|-0.006|+0.000|+0.010|-0.002|-0.000|+0.000|+0.003|+1.091|+0.000|-0.005|+0.000|-0.000|+0.000|+1.086|
007:+0.001|+0.002|+1.085|+1.085|+0.002|+0.000|+0.001|-0.000|-0.007|+0.008|+0.000|+0.000|+0.001|+1.085|+0.000|+0.006|-0.002|-0.000|+0.000|+1.089|
008:+0.000|+0.002|+1.093|+1.093|+0.002|+0.000|-0.002|+0.000|+0.003|-0.004|+0.000|+0.000|-0.003|+1.086|-0.000|-0.001|+0.005|-0.000|+0.000|+1.090|
009:+0.001|+0.002|+1.088|+1.088|+0.002|-0.000|+0.007|+0.000|-0.001|-0.011|-0.000|+0.000|-0.004|+1.084|-0.000|+0.001|+0.002|-0.000|+0.000|+1.087|
010:+0.001|+0.002|+1.084|+1.084|+0.002|+0.000|+0.002|+0.000|-0.005|+0.003|+0.001|+0.000|-0.001|+1.092|-0.000|+0.001|-0.009|-0.000|+0.000|+1.083|
011:+0.000|+0.002|+1.088|+1.089|+0.002|+0.000|-0.020|-0.000|-0.008|+0.023|-0.001|+0.000|-0.004|+1.094|+0.000|-0.004|-0.006|+0.001|+0.000|+1.083|
012:+0.001|+0.002|+1.092|+1.092|+0.002|-0.000|+0.013|+0.000|+0.019|-0.015|+0.000|+0.000|+0.017|+1.073|-0.000|-0.012|+0.017|-0.000|+0.000|+1.078|
013:+0.000|+0.001|+1.089|+1.089|+0.001|+0.000|-0.002|-0.000|+0.004|-0.005|+0.000|+0.000|-0.004|+1.086|+0.000|+0.007|+0.002|-0.000|+0.000|+1.095|
