H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.094|+1.083|+0.000|-0.000|+0.000|+0.000|+1.082|
002:+1.089|+1.091|+0.000|+0.000|+0.000|-0.000|+1.091|
003:+1.093|+1.088|+0.000|+0.000|+0.000|+0.000|+1.088|
004:+1.098|+1.091|+0.000|-0.000|+0.000|+0.000|+1.090|
005:+1.085|+1.092|+0.000|-0.000|+0.000|+0.000|+1.092|
006:+1.089|+1.087|+0.000|+0.000|+0.000|-0.000|+1.087|
007:+1.096|+1.094|+0.000|+0.000|+0.000|-0.000|+1.094|
008:+1.092|+1.089|+0.000|-0.000|+0.000|+0.000|+1.088|
009:+1.090|+1.098|+0.000|-0.000|+0.000|+0.000|+1.098|
010:+1.091|+1.082|+0.000|+0.000|+0.000|-0.000|+1.081|
011:+1.087|+1.091|+0.000|-0.000|+0.000|+0.000|+1.090|
012:+1.087|+1.101|+0.000|+0.000|+0.000|-0.000|+1.101|
013:+1.103|+1.092|+0.000|-0.000|+0.000|+0.000|+1.092|
014:+1.088|+1.093|+0.000|+0.000|+0.000|-0.000|+1.093|
015:+1.083|+1.094|+0.000|+0.000|+0.000|-0.000|+1.094|
016:+1.088|+1.092|+0.000|-0.000|+0.000|+0.000|+1.092|
017:+1.073|+1.084|+0.000|+0.000|+0.000|-0.000|+1.084|
018:+1.092|+1.085|+0.000|+0.000|+0.000|+0.000|+1.085|
019:+1.084|+1.090|+0.000|-0.000|+0.000|+0.000|+1.089|
020:+1.087|+1.088|+0.000|-0.000|+0.000|+0.000|+1.088|
021:+1.084|+1.089|+0.000|+0.000|+0.000|-0.000|+1.088|
022:+1.086|+1.088|+0.000|-0.000|+0.000|+0.000|+1.087|
023:+1.087|+1.088|+0.000|+0.000|+0.000|-0.000|+1.088|
024:+1.086|+1.091|+0.000|+0.000|+0.000|-0.000|+1.091|
025:+1.082|+1.081|+0.000|-0.000|+0.000|+0.000|+1.081|
026:+1.091|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.252|
028:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.251|
029:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.248|
030:+1.386|+1.093|+0.000|-0.000|-0.000|+0.000|+1.093|
031:+1.086|+1.092|+0.000|-0.000|+0.000|+0.000|+1.092|
032:+1.085|+1.099|+0.000|-0.000|+0.000|+0.000|+1.099|
033:+1.085|+1.093|+0.000|+0.000|+0.000|-0.000|+1.092|
034:+1.088|+1.386|+0.000|+0.000|+0.000|+0.000|+1.386|
035:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.254|
036:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.250|
037:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.258|
038:+1.386|+1.104|+0.000|-0.000|+0.000|+0.000|+1.104|
039:+1.086|+1.099|+0.000|-0.000|+0.000|+0.000|+1.099|
