H0|H0'|E|1|1_p1|1_p2|partial1|
001:+1.282|+1.272|+0.000|+0.000|+0.000|+0.000|+1.271|
002:+1.266|+1.278|+0.000|+0.000|+0.000|-0.000|+1.277|
003:+1.276|+1.271|+0.000|-0.000|+0.000|+0.000|+1.271|
004:+1.265|+1.277|+0.000|-0.000|+0.000|+0.000|+1.277|
005:+1.272|+1.269|+0.000|-0.000|+0.000|+0.000|+1.268|
006:+1.280|+1.276|+0.000|-0.000|+0.000|+0.000|+1.275|
007:+1.268|+1.275|+0.000|+0.000|+0.000|+0.000|+1.275|
008:+1.267|+1.272|+0.000|+0.000|+0.000|-0.000|+1.272|
009:+1.280|+1.278|+0.000|+0.000|+0.000|-0.000|+1.278|
010:+1.275|+1.276|+0.000|+0.000|+0.000|-0.000|+1.275|
011:+1.275|+1.273|+0.000|+0.000|+0.000|-0.000|+1.273|
012:+1.277|+1.277|+0.000|+0.000|+0.000|-0.000|+1.277|
013:+1.276|+1.277|+0.000|+0.000|+0.000|-0.000|+1.276|
014:+1.280|+1.278|+0.000|+0.000|+0.000|-0.000|+1.278|
015:+1.274|+1.267|+0.000|-0.000|+0.000|+0.000|+1.267|
016:+1.278|+1.274|+0.000|-0.000|+0.000|+0.000|+1.273|
017:+1.278|+1.266|+0.000|+0.000|+0.000|-0.000|+1.266|
018:+1.282|+1.279|+0.000|-0.000|+0.000|+0.000|+1.278|
019:+1.272|+1.274|+0.000|+0.000|+0.000|-0.000|+1.273|
020:+1.273|+1.271|+0.000|-0.000|+0.000|+0.000|+1.270|
021:+1.280|+1.274|+0.000|+0.000|+0.000|-0.000|+1.274|
022:+1.274|+1.278|+0.000|+0.000|+0.000|-0.000|+1.278|
023:+1.277|+1.278|+0.000|-0.000|+0.000|+0.000|+1.277|
024:+1.272|+1.266|+0.000|+0.000|+0.000|-0.000|+1.266|
025:+1.268|+1.274|+0.000|-0.000|+0.000|+0.000|+1.273|
026:+1.273|+1.386|+0.000|+0.000|-0.000|-0.000|+1.386|
027:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
028:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
029:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.386|
030:+1.386|+1.386|+0.000|-0.000|-0.000|+0.000|+1.385|
031:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
032:+1.386|+1.386|+0.000|+0.000|-0.000|-0.000|+1.386|
033:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
034:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
035:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.385|
036:+1.386|+1.386|+0.000|+0.000|+0.000|+0.000|+1.385|
037:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
038:+1.386|+1.386|+0.000|-0.000|+0.000|+0.000|+1.386|
039:+1.386|+1.386|+0.000|+0.000|+0.000|-0.000|+1.386|
